usaf,wban,query,lat,lon,timezone_offset,timezone,country_iso,country,country_code,state,postcode,city
027200,99999,"67.701,24.847",67.701,24.847,7200,EET,FI,Finland,fi,Northern Finland,99101,NA
898680,99999,"-79.9,169.983",-79.9,169.983,NA,NA,NA,NA,NA,NA,NA,NA
255610,99999,"64.867,174.417",64.867,174.417,43200,12,RU,Russia,ru,Chukotka Autonomous Okrug,NA,NA
956310,99999,"-31.3,116.833",-31.3,116.833,28800,AWST,AU,Australia,au,Western Australia,6460,NA
31540,NA,"55.05,-3.65",55.05,-3.65,0,GMT,GB,United Kingdom,gb,Scotland,DG2 8LY,NA
383285,99999,"42.854,71.304",42.854,71.304,21600,6,KZ,Kazakhstan,kz,NA,080019,NA
405735,99999,"28.935,47.792",28.935,47.792,10800,3,KW,Kuwait,kw,Ahmadi,NA,Ahmadi
718565,99999,"51.167,-96.667",51.167,-96.667,-21600,CST,CA,Canada,ca,Manitoba,NA,NA
032070,99999,"54.267,-4.467",54.267,-4.467,0,GMT,IM,Isle of Man,im,NA,IM7 2AT,NA
011520,99999,"67.269,14.365",67.269,14.365,3600,CET,NO,Norway,no,Nordland,8003,Bodø
724735,23170,"38.3705,-110.7175",38.3705,-110.7175,-25200,MST,US,United States of America,us,Utah,84734,NA
724735,99999,"38.3705,-110.7175",38.3705,-110.7175,-25200,MST,US,United States of America,us,Utah,84734,NA
851750,99999,"-15.717,-63.1",-15.717,-63.1,-14400,-4,BO,Bolivia,bo,SCZ,NA,Municipio Ascencion de Guarayos
701486,26642,"67.7325,-164.549",67.7325,-164.549,-32400,AKST,US,United States of America,us,Alaska,NA,Kivalina
701486,99999,"67.7325,-164.549",67.7325,-164.549,-32400,AKST,US,United States of America,us,Alaska,NA,Kivalina
23600,NA,"64.633,21.083",64.633,21.083,3600,CET,SE,Sweden,se,Västerbottens län,93191,NA
837190,99999,"-22.983,-42.033",-22.983,-42.033,-10800,BRT,BR,Brazil,br,Rio de Janeiro,28930-000,NA
171273,99999,"40.083,32.567",40.083,32.567,10800,3,TR,Turkey,tr,Central Anatolia Region,NA,NA
789470,405,"14.0185,-60.9965",14.0185,-60.9965,-14400,AST,LC,Saint Lucia,lc,NA,P.O BOX 230,NA
789470,99999,"14.0185,-60.9965",14.0185,-60.9965,-14400,AST,LC,Saint Lucia,lc,NA,P.O BOX 230,NA
863150,99999,"-30.267,-57.583",-30.267,-57.583,-10800,-3,UY,Uruguay,uy,Artigas,55100,NA
895980,99999,"-82.017,96.767",-82.017,96.767,NA,NA,NA,NA,NA,NA,NA,NA
573770,99999,"31.117,112.4",31.117,112.4,28800,CST,CN,PRC,cn,Hubei,NA,NA
472150,99999,"43.817,143.917",43.817,143.917,32400,JST,JP,Japan,jp,Hokkaido,0902103,Kitami
134810,99999,"42.573,21.036",42.573,21.036,3600,CET,XK,Kosovo,xk,District of Prishtina (01),14000,NA
479910,99999,"24.29,153.979",24.29,153.979,NA,NA,JP,Japan,jp,Tokyo,NA,NA
995590,99999,"30.4,-11.2",30.4,-11.2,NA,NA,NA,NA,NA,NA,NA,NA
450340,99999,"22.483,114.233",22.483,114.233,28800,HKT,CN,PRC,cn,Hong Kong,DD28 974,NA
720308,4992,"41.196,-96.112",41.196,-96.112,-21600,CST,US,United States of America,us,Nebraska,68137,Omaha
720308,99999,"41.196,-96.112",41.196,-96.112,-21600,CST,US,United States of America,us,Nebraska,68137,Omaha
233300,99999,"66.533,66.667",66.533,66.667,18000,5,RU,Russia,ru,Yamalo-Nenets Autonomous Okrug,629000,NA
406460,99999,"33.633,43.75",33.633,43.75,10800,3,IQ,Iraq,iq,NA,NA,As Saqlawiyah
369820,99999,"41.883,78.233",41.883,78.233,21600,6,KG,Kyrgyzstan,kg,Issyk-Kul Region,NA,NA
036010,99999,"51.683,-5.167",51.683,-5.167,0,GMT,GB,United Kingdom,gb,Wales,SA62 3RE,NA
785474,99999,"18.2,-63.05",18.2,-63.05,NA,NA,AI,Anguilla,ai,NA,AI-2640,NA
580150,99999,"34.417,116.333",34.417,116.333,28800,CST,CN,PRC,cn,Anhui,NA,Dangshan
828160,99999,"-8.75,-67.4",-8.75,-67.4,-14400,AMT,BR,Brazil,br,Amazonas,NA,NA
28620,NA,"65.667,24.517",65.667,24.517,NA,NA,FI,Finland,fi,Northern Finland,NA,NA
866060,99999,"-10.65,-51.567",-10.65,-51.567,-14400,AMT,BR,Brazil,br,Mato Grosso,NA,NA
717260,99999,"47.917,-74.617",47.917,-74.617,-18000,EST,CA,Canada,ca,Quebec,G0X 3P0,NA
60330,NA,"57.6,9.967",57.6,9.967,NA,NA,DK,Denmark,dk,North Denmark Region,9850,NA
105420,99999,"50.867,9.717",50.867,9.717,3600,CET,DE,Germany,de,Hesse,36251,NA
741960,99999,"48.7,-53.083",48.7,-53.083,-12600,NST,CA,Canada,ca,Newfoundland and Labrador,NA,NA
713550,99999,"82.5,-62.333",82.5,-62.333,-18000,EST,CA,Canada,ca,Nunavut,NA,NA
741890,99999,"49.017,-64.4",49.017,-64.4,NA,NA,CA,Canada,ca,Quebec,G4X 5B2,NA
749255,99999,"26.067,96.717",26.067,96.717,23400,630,MM,Myanmar,mm,Kachin,NA,NA
273490,99999,"57.017,42.267",57.017,42.267,10800,MSK,RU,Russia,ru,Ivanovo Oblast,NA,Лухское городское поселение
996030,99999,"60.6,1",60.6,1,NA,NA,NA,NA,NA,NA,NA,NA
112030,99999,"46.85,12.867",46.85,12.867,3600,CET,AT,Austria,at,Tyrol,9992,NA
722637,93046,"35.9,-100.4",35.9,-100.4,-21600,CST,US,United States of America,us,Texas,79014,NA
722637,99999,"35.9,-100.4",35.9,-100.4,-21600,CST,US,United States of America,us,Texas,79014,NA
719077,99999,"60.051,-77.287",60.051,-77.287,-18000,EST,CA,Canada,ca,Quebec,NA,Puvirnituq
372720,99999,"42.85,41.683",42.85,41.683,14400,4,GE,Georgia,ge,Autonomous Republic of Abkhazia,NA,NA
21100,NA,"65.333,15.067",65.333,15.067,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
30180,NA,"53.582,-3.056",53.582,-3.056,0,GMT,GB,United Kingdom,gb,England,PR8 3QN,NA
868730,99999,"-22.4,-44.967",-22.4,-44.967,-10800,-3,BR,Brazil,br,Minas Gerais,NA,NA
167100,99999,"37.531,22.404",37.531,22.404,7200,EET,GR,Greece,gr,"Peloponnese, West Greece and Ionian Sea",22100,Tripoli
470699,99999,"37.867,127.183",37.867,127.183,32400,KST,KR,South Korea,kr,Gyeonggi,NA,Pocheon
075580,99999,"44.117,3.017",44.117,3.017,3600,CET,FR,France,fr,Occitania,12100,NA
162520,99999,"41.567,14.65",41.567,14.65,3600,CET,IT,Italy,it,Molise,86100,Campobasso
764020,99999,"25,-111.633",25,-111.633,-25200,MST,MX,Mexico,mx,South Lower California,NA,NA
061350,99999,"55.317,11.383",55.317,11.383,3600,CET,DK,Denmark,dk,Region Zealand,4261,NA
997205,99999,"56.59,-136.16",56.59,-136.16,-32400,AKST,US,United States of America,us,Alaska,99835,NA
800360,99999,"10.435,-73.25",10.435,-73.25,-18000,-5,CO,Colombia,co,Cesar,NA,Valledupar
724464,53916,"39.82,-93.581",39.82,-93.58099999999999,-21600,CST,US,United States of America,us,Missouri,64601,Chillicothe
724464,99999,"39.82,-93.581",39.82,-93.58099999999999,-21600,CST,US,United States of America,us,Missouri,64601,Chillicothe
725334,99999,"40.65,-86.15",40.65,-86.15,-18000,EST,US,United States of America,us,Indiana,46914,NA
782590,99999,"20.183,-77.15",20.183,-77.15,-18000,CST,CU,Cuba,cu,Granma,87510,Manzanillo
560410,99999,"34.5,98.883",34.5,98.883,21600,6,CN,PRC,cn,Qinghai,NA,NA
747880,12810,"27.85,-82.5085",27.85,-82.5085,-18000,EST,US,United States of America,us,Florida,33621,Tampa
747880,99999,"27.85,-82.5085",27.85,-82.5085,-18000,EST,US,United States of America,us,Florida,33621,Tampa
854690,99999,"-27.165,-109.422",-27.165,-109.422,-18000,-5,CL,Chile,cl,Valparaiso Region,2770000,Easter Island
710367,99999,"45.367,-72.767",45.367,-72.767,-18000,EST,CA,Canada,ca,Quebec,J2G 8P4,NA
317030,99999,"49,131.733",49,131.733,36000,10,RU,Russia,ru,Jewish Autonomous Oblast,NA,NA
722294,99999,"29.8,-92.804",29.8,-92.804,-21600,CST,US,United States of America,us,NA,NA,NA
788070,99999,"8.967,-79.567",8.967,-79.567,-18000,EST,PA,Panama,pa,Provincia de Panamá,C-0843-00793,Panama
746375,99999,"34.933,-105.583",34.933,-105.583,-25200,MST,US,United States of America,us,New Mexico,NA,NA
749510,99999,"41,15.867",41,15.867,3600,CET,IT,Italy,it,Basilicata,NA,NA
948700,99999,"-37.976,145.102",-37.976,145.102,39600,AEDT,AU,Australia,au,Victoria,CENTRE DANDENONG ROAD,NA
718951,99999,"50.917,-127.95",50.917,-127.95,-28800,PST,CA,Canada,ca,British Columbia,NA,NA
747187,3104,"33.627,-116.159",33.627,-116.159,-28800,PST,US,United States of America,us,California,92236,NA
729520,99999,"54.233,-125.767",54.233,-125.767,-28800,PST,CA,Canada,ca,British Columbia,V0J 1E0,NA
022861,99999,"61.267,17.1",61.267,17.1,3600,CET,SE,Sweden,se,Gävleborgs län,826 70,NA
070200,99999,"49.717,-1.933",49.717,-1.933,3600,CET,FR,France,fr,Normandy,50440,La Hague
39140,NA,"55.2,-6.667",55.2,-6.667,0,GMT,GB,United Kingdom,gb,Northern Ireland,BT55 7DA,NA
104264,99999,"51.583,8.217",51.583,8.217,3600,CET,DE,Germany,de,North Rhine-Westphalia,59505,NA
766800,99999,"19.4,-99.183",19.4,-99.183,-21600,CST,MX,Mexico,mx,Mexico City,11800,NA
682643,99999,"-25.654,28.224",-25.654,28.224,7200,SAST,ZA,RSA,za,Gauteng,0110,Pretoria
012590,99999,"64.4,10.45",64.4,10.45,NA,NA,NO,Norway,no,Trøndelag,7748,NA
992580,99999,"34.71,-120.97",34.71,-120.97,-28800,PST,US,United States of America,us,California,NA,NA
661520,99999,"-7.4,20.817",-7.4,20.817,3600,WAT,AO,Angola,ao,Lunda Norte,NA,NA
73625,NA,"46.225,2.363",46.225,2.363,3600,CET,FR,France,fr,New Aquitaine,23170,NA
070190,99999,"49.7,-1.267",49.7,-1.267,3600,CET,FR,France,fr,Normandy,50760,NA
998005,99999,"33.35,-79.183",33.35,-79.183,NA,NA,US,United States of America,us,South Carolina,NA,NA
340470,99999,"51.833,41.483",51.833,41.483,10800,MSK,RU,Russia,ru,Tambov Oblast,393670,городское поселение Жердевка
713810,99999,"48.583,-71.7",48.583,-71.7,-18000,EST,CA,Canada,ca,Quebec,G8E 2L1,NA
725056,99999,"41.35,-71.467",41.35,-71.467,NA,NA,US,United States of America,us,Rhode Island,02882,NA
010883,99999,"61.833,6.117",61.833,6.117,3600,CET,NO,Norway,no,Sogn og Fjordane,NA,NA
25830,NA,"58.6,17.467",58.6,17.467,3600,CET,SE,Sweden,se,Södermanlands län,NA,NA
415940,99999,"32.05,72.667",32.05,72.667,18000,PKT,PK,Pakistan,pk,Punjab,40100,Sargodha
997626,99999,"22.4,118.1",22.4,118.1,28800,CST,CN,PRC,cn,Fujian,NA,NA
725841,99999,"40.383,-120.567",40.383,-120.567,-28800,PST,US,United States of America,us,California,96128,NA
842044,99999,"-2.752,-78.264",-2.752,-78.264,-18000,ECT,EC,Ecuador,ec,Morona Santiago,140602,Patuca
261670,99999,"58.567,29.8",58.567,29.8,10800,MSK,RU,Russia,ru,Leningrad oblast,NA,NA
171620,99999,"39.183,36.067",39.183,36.067,10800,3,TR,Turkey,tr,Central Anatolia Region,58840,NA
892520,99999,"-62.083,-58.383",-62.083,-58.383,NA,NA,NA,NA,NA,NA,NA,NA
869460,99999,"-26.917,-49.267",-26.917,-49.267,-10800,-3,BR,Brazil,br,Santa Catarina,89130-000,NA
710935,99999,"68.433,-66.783",68.433,-66.783,NA,NA,CA,Canada,ca,Nunavut,NA,NA
683200,99999,"-25.267,23.25",-25.267,23.25,7200,CAT,BW,Botswana,bw,Kgalagadi District,NA,NA
483800,99999,"16.483,99.533",16.483,99.533,25200,7,TH,Thailand,th,Kamphaeng Phet Province,62000,NA
388120,99999,"38.8,65.717",38.8,65.717,18000,5,UZ,Uzbekistan,uz,Qashqadaryo Region,180100,Qarshi
943190,99999,"-21.717,122.217",-21.717,122.217,28800,AWST,AU,Australia,au,Western Australia,NA,NA
484340,99999,"14.717,102.167",14.717,102.167,25200,7,TH,Thailand,th,Nakhon Ratchasima Province,NA,NA
720357,53993,"35.95,-96.77",35.95,-96.77,-21600,CST,US,United States of America,us,Oklahoma,74023,Cushing
720357,99999,"35.95,-96.77",35.95,-96.77,-21600,CST,US,United States of America,us,Oklahoma,74023,Cushing
684080,99999,"-29.233,16.867",-29.233,16.867,7200,SAST,ZA,RSA,za,Northern Cape,8220,Richtersveld Local Municipality
995002,99999,"-6.002,8.001",-6.002,8.001,NA,NA,NA,NA,NA,NA,NA,NA
427056,99999,"13.2,77.7",13.2,77.7,19800,IST,IN,India,in,Karnataka,560300,NA
82860,NA,"39.95,-0.067",39.95,-0.067,3600,CET,ES,Spain,es,Valencian Community,12550,NA
593620,99999,"24.017,121.617",24.017,121.617,28800,CST,TW,ROC,tw,NA,971,NA
12590,NA,"64.4,10.45",64.4,10.45,NA,NA,NO,Norway,no,Trøndelag,7748,NA
151940,99999,"46.267,26.65",46.267,26.65,7200,EET,RO,Romania,ro,NA,607428,NA
037940,99999,"51.15,1.383",51.15,1.383,NA,NA,GB,United Kingdom,gb,England,CT15 6DU,NA
647090,99999,"9.367,14.917",9.367,14.917,3600,WAT,TD,Chad,td,Mayo-Kebbi Ouest,NA,NA
711380,99999,"51.265,-102.462",51.265,-102.462,-21600,CST,CA,Canada,ca,Saskatchewan,S3N 3G7,Yorkton
25940,NA,"57.3,17.967",57.3,17.967,3600,CET,SE,Sweden,se,Gotland County,NA,NA
723658,23090,"36.7385,-108.223",36.7385,-108.223,-25200,MST,US,United States of America,us,New Mexico,87401,Farmington
723658,99999,"36.7385,-108.223",36.7385,-108.223,-25200,MST,US,United States of America,us,New Mexico,87401,Farmington
426230,99999,"24.76,93.897",24.76,93.897,19800,IST,IN,India,in,Manipur,795001,NA
163240,99999,"40.518,17.403",40.518,17.403,3600,CET,IT,Italy,it,Apulia,74023,NA
749129,99999,"69.383,-35.917",69.383,-35.917,NA,NA,NA,NA,NA,NA,NA,NA
359410,99999,"45.683,59.917",45.683,59.917,21600,6,KZ,Kazakhstan,kz,Kyzylorda Region,120100,NA
30340,NA,"57.867,-5.633",57.867,-5.633,0,GMT,GB,United Kingdom,gb,Scotland,IV22 2JL,NA
281580,99999,"58.517,64.55",58.517,64.55,18000,5,RU,Russia,ru,Sverdlovsk Oblast,NA,NA
489111,99999,"10.05,105.767",10.05,105.767,25200,ICT,VN,Vietnam,vn,NA,+84710,Can Tho City
782684,99999,"20.654,-74.922",20.654,-74.922,-18000,CST,CU,Cuba,cu,Holguín,83320,Moa
474300,99999,"41.817,140.75",41.817,140.75,32400,JST,JP,Japan,jp,Hokkaido,041-0812,Hakodate
33220,NA,"53.55,-2.917",53.55,-2.917,0,GMT,GB,United Kingdom,gb,England,L39 3LF,West Lancashire
725205,14762,"40.3525,-79.9195",40.3525,-79.9195,-18000,EST,US,United States of America,us,Pennsylvania,15122,West Mifflin
725205,99999,"40.3525,-79.9195",40.3525,-79.9195,-18000,EST,US,United States of America,us,Pennsylvania,15122,West Mifflin
713100,99999,"46.45,-62.567",46.45,-62.567,-14400,AST,CA,Canada,ca,Prince Edward Island,C0A 2A0,NA
480600,99999,"21.3,99.617",21.3,99.617,23400,630,MM,Myanmar,mm,Shan State,NA,Kengtung Township
471400,99999,"36.002,126.763",36.002,126.763,32400,KST,KR,South Korea,kr,Jeollabuk-do,54042,Gunsan-si
150900,99999,"47.178,27.621",47.178,27.621,7200,EET,RO,Romania,ro,NA,700259,Iași
766900,99999,"20.95,-92.267",20.95,-92.267,-21600,CST,MX,Mexico,mx,Campeche,NA,NA
729180,99999,"73.033,-85.15",73.033,-85.15,-21600,CST,CA,Canada,ca,Nunavut,NA,NA
10920,NA,"70.7,30.083",70.7,30.083,NA,NA,NO,Norway,no,Finnmark,NA,NA
998310,99999,"-19.613,-85.585",-19.613,-85.585,NA,NA,NA,NA,NA,NA,NA,NA
036840,99999,"51.883,0.45",51.883,0.45,0,GMT,GB,United Kingdom,gb,England,CM6 3SY,Uttlesford
624030,99999,"26.2,32.75",26.2,32.75,7200,EET,EG,Egypt,eg,Qena Governorate,NA,Qena
085950,99999,"14.924,-23.494",14.924,-23.494,-3600,-1,CV,Cape Verde,cv,NA,7600,Praia
869380,99999,"-26.4,-52.85",-26.4,-52.85,-10800,-3,BR,Brazil,br,Santa Catarina,NA,NA
977480,99999,"-3.8,130.833",-3.8,130.833,NA,NA,ID,Indonesia,id,Moluccas,NA,NA
024930,99999,"59.75,19.417",59.75,19.417,NA,NA,SE,Sweden,se,Stockholms län,NA,NA
741110,99999,"50.783,-128.433",50.783,-128.433,-28800,PST,CA,Canada,ca,British Columbia,NA,NA
030910,99999,"57.202,-2.198",57.202,-2.198,0,GMT,GB,United Kingdom,gb,Scotland,AB21 7DS,NA
725027,54788,"41.5095,-72.8285",41.5095,-72.82849999999999,-18000,EST,US,United States of America,us,Connecticut,06492,NA
725027,99999,"41.5095,-72.8285",41.5095,-72.82849999999999,-18000,EST,US,United States of America,us,Connecticut,06492,NA
956390,99999,"-32.983,121.617",-32.983,121.617,28800,AWST,AU,Australia,au,Western Australia,NA,NA
679640,99999,"-20.15,28.617",-20.15,28.617,7200,CAT,ZW,Zimbabwe,zw,Bulawayo,NA,Bulawayo
717920,99999,"52.117,-112.167",52.117,-112.167,-25200,MST,CA,Canada,ca,Alberta,NA,NA
999120,99999,"43.867,18.3",43.867,18.3,3600,CET,BA,B&H,ba,NA,71161,NA
726417,54911,"45.101,-90.303",45.101,-90.303,-21600,CST,US,United States of America,us,Wisconsin,54451,NA
726417,99999,"45.101,-90.303",45.101,-90.303,-21600,CST,US,United States of America,us,Wisconsin,54451,NA
012700,99999,"63.483,10.883",63.483,10.883,3600,CET,NO,Norway,no,Nord-Trøndelag,7512,NA
485740,99999,"6.8,100.383",6.8,100.383,25200,7,TH,Thailand,th,Songkhla Province,NA,NA
729100,99999,"64.217,-76.533",64.217,-76.533,-18000,EST,CA,Canada,ca,Nunavut,X0A 0C0,Cape Dorset
216110,99999,"73.567,118.75",73.567,118.75,32400,9,RU,Russia,ru,Sakha Republic,NA,Тюметинский наслег
273290,99999,"57.2,39.417",57.2,39.417,10800,MSK,RU,Russia,ru,Yaroslavl Oblast,152150,городское поселение Ростов
31140,NA,"56.417,-5.467",56.417,-5.467,0,GMT,GB,United Kingdom,gb,Scotland,PA34 5DX,NA
834790,99999,"-17.217,-46.867",-17.217,-46.867,-10800,-3,BR,Brazil,br,Minas Gerais,NA,NA
066580,99999,"46.944,8.284",46.944,8.284,3600,CET,CH,Switzerland,ch,Obwalden,6055,NA
727916,99999,"46.92,-124.1",46.92,-124.1,-28800,PST,US,United States of America,us,Washington,98595,Westport
260381,99999,"58.417,24.467",58.417,24.467,7200,EET,EE,Estonia,ee,NA,80034,NA
717483,99999,"48.767,-91.633",48.767,-91.633,-18000,EST,CA,Canada,ca,Ontario,NA,NA
409810,99999,"32.2,68.35",32.2,68.35,16200,430,AF,Afghanistan,af,Paktika,NA,NA
636580,99999,"1.728,33.623",1.728,33.623,10800,EAT,UG,Uganda,ug,Soroti,NA,NA
071390,99999,"48.45,0.117",48.45,0.117,3600,CET,FR,France,fr,Normandy,61000,Cerisé
816870,99999,"-1.667,-45.367",-1.667,-45.367,-10800,BRT,BR,Brazil,br,Maranhão,NA,NA
154500,99999,"44.318,23.889",44.318,23.889,7200,EET,RO,Romania,ro,NA,200786,Craiova
749068,99999,"34.8,-79.366",34.8,-79.366,-18000,EST,US,United States of America,us,North Carolina,28353,NA
714290,99999,"48.417,-64.317",48.417,-64.317,NA,NA,CA,Canada,ca,Quebec,NA,NA
232140,99999,"67.567,56.133",67.567,56.133,10800,MSK,RU,Russia,ru,Nenets Autonomous Okrug,NA,NA
645600,99999,"-0.833,12.717",-0.833,12.717,3600,WAT,GA,Gabon,ga,Ogooué-Lolo,NA,NA
721035,352,"31.885,-82.647",31.885,-82.647,-18000,EST,US,United States of America,us,Georgia,31539,NA
721035,99999,"31.885,-82.647",31.885,-82.647,-18000,EST,US,United States of America,us,Georgia,31539,NA
013750,99999,"61.467,10.133",61.467,10.133,3600,CET,NO,Norway,no,Oppland,NA,NA
726284,94836,"46.35,-87.3915",46.35,-87.39150000000001,-18000,EST,US,United States of America,us,Michigan,49841,NA
726284,99999,"46.35,-87.3915",46.35,-87.39150000000001,-18000,EST,US,United States of America,us,Michigan,49841,NA
38770,NA,"50.917,0.15",50.917,0.15,0,GMT,GB,United Kingdom,gb,England,NA,Wealden
315610,99999,"50.533,137.033",50.533,137.033,36000,10,RU,Russia,ru,Khabarovsk Krai,681010,Komsomolsk-on-Amur
428410,99999,"21.733,73",21.733,73,19800,IST,IN,India,in,Gujarat,392001,NA
100340,99999,"54.625,9.346",54.625,9.346,3600,CET,DE,Germany,de,Schleswig-Holstein,24852,NA
514630,99999,"43.783,87.617",43.783,87.617,21600,XJT,CN,PRC,cn,Xinjiang,830000,Ürümqi
042080,99999,"74.033,-57.817",74.033,-57.817,NA,NA,GL,Greenland,gl,NA,NA,NA
614610,99999,"17.533,-14.683",17.533,-14.683,0,GMT,MR,Mauritania,mr,Trarza,NA,NA
230740,99999,"69.4,86.167",69.4,86.167,25200,7,RU,Russia,ru,Krasnoyarsk Krai,647000,NA
125300,99999,"50.617,17.967",50.617,17.967,3600,CET,PL,Poland,pl,Opole Voivodeship,45-640,Opole
720588,99999,"34.383,-89.533",34.383,-89.533,-21600,CST,US,United States of America,us,Mississippi,38655,Oxford
527380,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
14970,NA,"59,11.533",59,11.533,3600,CET,NO,Norway,no,Østfold,1766,NA
702084,26650,"62.784,-164.487",62.784,-164.48700000000002,-32400,AKST,US,United States of America,us,Alaska,99581,Emmonak
702084,99999,"62.784,-164.487",62.784,-164.48700000000002,-32400,AKST,US,United States of America,us,Alaska,99581,Emmonak
997211,99999,"28.15,-82.75",28.15,-82.75,-18000,EST,US,United States of America,us,Florida,34689,NA
868080,99999,"-20.483,-55.783",-20.483,-55.783,-14400,AMT,BR,Brazil,br,Mato Grosso do Sul,79200-000,NA
013300,99999,"60.217,5.983",60.217,5.983,3600,CET,NO,Norway,no,Hordaland,5632,NA
324090,99999,"56.167,163.317",56.167,163.317,43200,12,RU,Russia,ru,Kamchatka Krai,684400,NA
222190,99999,"67.617,33.667",67.617,33.667,10800,MSK,RU,Russia,ru,Murmansk Oblast,284250,NA
538180,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
038530,99999,"51.009,-2.639",51.009,-2.639,0,GMT,GB,United Kingdom,gb,England,BA22 8HT,South Somerset
113510,99999,"47.433,13.633",47.433,13.633,3600,CET,AT,Austria,at,Styria,8972,NA
627720,99999,"13.167,32.667",13.167,32.667,7200,CAT,SD,Sudan,sd,White Nile State,NA,Kosti
023060,99999,"61.133,12.817",61.133,12.817,3600,CET,SE,Sweden,se,Dalecarlia,NA,NA
172345,99999,"36.717,28.783",36.717,28.783,10800,3,TR,Turkey,tr,Aegean Region,NA,NA
424231,99999,"26.732,94.176",26.732,94.176,19800,IST,IN,India,in,Assam,785006,Jorhat
818300,99999,"-5.186,-40.672",-5.186,-40.672,-10800,-3,BR,Brazil,br,Ceará,NA,NA
366860,99999,"46.55,76.867",46.55,76.867,21600,6,KZ,Kazakhstan,kz,Almaty Region,NA,NA
623730,99999,"30.067,31.183",30.067,31.183,7200,EET,EG,Egypt,eg,Giza Governorate,11211,Giza
10070,NA,"78.917,11.933",78.917,11.933,3600,CET,SJ,Norway,no,NA,NA,NA
992029,99999,"51.4,2",51.4,2,3600,CET,FR,France,fr,Nord-Pas-de-Calais and Picardy,59279,Loon-Plage
693804,99999,"6.233,-10.367",6.233,-10.367,0,GMT,LR,Liberia,lr,Margibi County,NA,NA
161910,99999,"43.616,13.362",43.616,13.362,3600,CET,IT,Italy,it,MAR,60015,NA
101220,99999,"53.534,7.889",53.534,7.889,3600,CET,DE,Germany,de,Lower Saxony,26419,NA
712580,99999,"51.75,-114.067",51.75,-114.067,-25200,MST,CA,Canada,ca,Alberta,T4H 1E8,NA
29244,NA,"62.7,22.833",62.7,22.833,7200,EET,FI,Finland,fi,Western Finland,60200 SEINÄJOKI,NA
160450,99999,"45.979,13.049",45.979,13.049,3600,CET,IT,Italy,it,Friuli Venezia Giulia,33032,NA
877630,99999,"-41.25,-71.617",-41.25,-71.617,-10800,ART,AR,Argentina,ar,RN,8400,NA
600180,99999,"28.317,-16.383",28.317,-16.383,0,WET,ES,Spain,es,Canary Islands,38509,NA
413900,99999,"13.683,44.15",13.683,44.15,10800,3,YE,Yemen,ye,Ta'izz Governorate,NA,NA
804320,99999,"9.417,-66.917",9.417,-66.917,-14400,-4,VE,Venezuela,ve,Aragua,NA,Parroquia Capital Urdaneta
389450,99999,"37.667,69.617",37.667,69.617,18000,5,TJ,Tajikistan,tj,Khatlon Region,NA,NA
377560,99999,"40.533,48.933",40.533,48.933,14400,4,AZ,Azerbaijan,az,Qobustan rayonu,NA,NA
997351,99999,"26.12,-81.8",26.12,-81.8,-18000,EST,US,United States of America,us,Florida,34102,Naples
949560,99999,"-42.15,145.283",-42.15,145.283,39600,AEDT,AU,Australia,au,Tasmania,7468,NA
062060,99999,"54.117,4.017",54.117,4.017,3600,CET,NL,The Netherlands,nl,Netherlands,NA,NA
33460,NA,"53.6,-1.667",53.6,-1.667,0,GMT,GB,United Kingdom,gb,England,HD8 9AZ,Kirklees
039610,99999,"52.85,-6.9",52.85,-6.9,0,GMT,IE,Ireland,ie,NA,R93 V960,Carlow Municipal District
111270,99999,"46.867,11.033",46.867,11.033,3600,CET,AT,Austria,at,Tyrol,6456,NA
360960,99999,"51.717,94.5",51.717,94.5,25200,7,RU,Russia,ru,Tuva,667008,Kyzyl
632370,99999,"4.7,46.617",4.7,46.617,10800,EAT,SO,Somalia,so,Galgaduud,NA,NA
29420,NA,"61.833,22.467",61.833,22.467,7200,EET,FI,Finland,fi,Western Finland,38700,Kankaanpää
150560,99999,"47.367,26.933",47.367,26.933,7200,EET,RO,Romania,ro,NA,707073,NA
27130,NA,"61.217,25.133",61.217,25.133,7200,EET,FI,Finland,fi,Southern Finland,16970,Hämeenlinna
111570,99999,"47.533,14.133",47.533,14.133,3600,CET,AT,Austria,at,Styria,8943,NA
720672,485,"29.467,-81.206",29.467,-81.206,-18000,EST,US,United States of America,us,Florida,32164,NA
720672,99999,"29.467,-81.206",29.467,-81.206,-18000,EST,US,United States of America,us,Florida,32164,NA
614920,99999,"16.16,-13.508",16.16,-13.508,0,GMT,MR,Mauritania,mr,Gorgol,NA,NA
997639,99999,"38,138.7",38,138.7,32400,JST,JP,Japan,jp,Niigata Prefecture,NA,NA
012390,99999,"62.217,9.55",62.217,9.55,3600,CET,NO,Norway,no,Oppland,2661,NA
38650,NA,"50.95,-1.357",50.95,-1.357,0,GMT,GB,United Kingdom,gb,England,SO18 2NL,NA
061410,99999,"54.833,11.333",54.833,11.333,3600,CET,DK,Denmark,dk,Region Zealand,4952,NA
431050,99999,"18.333,84.133",18.333,84.133,19800,IST,IN,India,in,Andhra Pradesh,532406,NA
080250,99999,"43.301,-2.911",43.301,-2.911,3600,CET,ES,Spain,es,Basque Country,48007,NA
