usaf,wban,query,lat,lon,timezone_offset,timezone,country_iso,country,country_code,state,postcode,city
125310,99999,"50.5,17.3",50.5,17.3,3600,CET,PL,Poland,pl,Opole Voivodeship,48-381,NA
712840,99999,"53.917,-113.917",53.917,-113.917,-25200,MST,CA,Canada,ca,Alberta,T0G 0H0,NA
527230,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
265650,99999,"56,29.917",56,29.917,10800,MSK,RU,Russia,ru,Pskov Oblast,182510,городское поселение Невель
176070,99999,"35.15,33.4",35.15,33.4,7200,EET,CY,Cyprus,cy,Cyprus,2103,NA
307380,99999,"52.05,108.933",52.05,108.933,28800,8,RU,Russia,ru,Buryatia,NA,Верхнеталецкое сельское поселение
716150,99999,"45.8,-80.53",45.8,-80.53,-18000,EST,CA,Canada,ca,Ontario,NA,Unorganized Centre Parry Sound
20600,NA,"68.683,21.533",68.683,21.533,7200,EET,FI,Finland,fi,Northern Finland,NA,NA
749455,99999,"-21.417,145.233",-21.417,145.233,36000,AEST,AU,Australia,au,Queensland,NA,NA
71060,NA,"48.53,-4.152",48.53,-4.152,3600,CET,FR,France,fr,Brittany,29400,NA
711971,99999,"47.767,-59.333",47.767,-59.333,-12600,NST,CA,Canada,ca,Newfoundland and Labrador,NA,NA
749523,99999,"41.5,15.333",41.5,15.333,3600,CET,IT,Italy,it,Apulia,NA,NA
725475,4953,"42.2205,-91.1665",42.2205,-91.1665,-21600,CST,US,United States of America,us,Iowa,52310,NA
725475,99999,"42.2205,-91.1665",42.2205,-91.1665,-21600,CST,US,United States of America,us,Iowa,52310,NA
023110,99999,"61.15,13.117",61.15,13.117,3600,CET,SE,Sweden,se,Dalecarlia,NA,NA
720939,99999,"46.173,-98.08",46.173,-98.08,-21600,CST,US,United States of America,us,North Dakota,58474,NA
219820,99999,"70.983,-178.65",70.983,-178.65,43200,12,RU,Russia,ru,Chukotka Autonomous Okrug,NA,NA
518860,99999,"38.25,90.85",38.25,90.85,21600,XJT,CN,PRC,cn,Qinghai,816400,Huatugou
31290,NA,"55.65,-4.817",55.65,-4.817,0,GMT,GB,United Kingdom,gb,Scotland,KA22 8LZ,NA
442850,99999,"46.9,102.767",46.9,102.767,28800,8,MN,Mongolia,mn,Övörkhangai,NA,NA
638700,99999,"-6.222,39.225",-6.222,39.225,10800,EAT,TZ,Tanzania,tz,Zanzibar Urban/West,71116,Zanzibar City
39510,NA,"51.467,-9.417",51.467,-9.417,0,GMT,IE,Ireland,ie,NA,P81 TF62,West Cork
412500,99999,"23.717,55.9",23.717,55.9,14400,4,OM,Oman,om,Al Buraymi,NA,NA
167320,99999,"37.1,25.367",37.1,25.367,7200,EET,GR,Greece,gr,NA,84300,NA
415690,99999,"33.767,72.367",33.767,72.367,18000,PKT,PK,Pakistan,pk,Punjab,43600,Attock
675860,99999,"-13.789,33.781",-13.789,33.781,7200,CAT,MW,Malawi,mw,Dowa,492283,NA
998269,99999,"27.933,-82.433",27.933,-82.433,-18000,EST,US,United States of America,us,Florida,33602,Tampa
746410,13975,"36.29,-99.768",36.29,-99.768,-21600,CST,US,United States of America,us,Oklahoma,73843,NA
746410,99999,"36.29,-99.768",36.29,-99.768,-21600,CST,US,United States of America,us,Oklahoma,73843,NA
716275,99999,"45.517,-73.417",45.517,-73.417,-18000,EST,CA,Canada,ca,Quebec,J4Z 1H4,Longueuil
832080,99999,"-12.694,-60.098",-12.694,-60.098,-14400,-4,BR,Brazil,br,Rondônia,76980000,NA
10876,NA,"66.017,8.083",66.017,8.083,NA,NA,NA,NA,NA,NA,NA,NA
287220,99999,"54.558,55.874",54.558,55.874,18000,5,RU,Russia,ru,Bashkortostan,450056,Булгаковский сельсовет
945250,99999,"-25.633,149.783",-25.633,149.783,36000,AEST,AU,Australia,au,Queensland,4420,NA
272250,99999,"58.1,38.683",58.1,38.683,10800,MSK,RU,Russia,ru,Yaroslavl Oblast,152916,Rybinsk
334090,99999,"49.433,24.95",49.433,24.95,7200,EET,UA,Ukraine,ua,Ternopil Oblast,47505,NA
911904,22552,"20.9565,-156.671",20.9565,-156.671,-36000,HST,US,United States of America,us,Hawaii,96761,NA
911904,99999,"20.9565,-156.671",20.9565,-156.671,-36000,HST,US,United States of America,us,Hawaii,96761,NA
014360,99999,"57.983,7.05",57.983,7.05,3600,CET,NO,Norway,no,West Agder,NA,NA
409764,99999,"32.083,64.833",32.083,64.833,16200,AFT,AF,Afghanistan,af,Helmand,NA,NA
959250,99999,"-35.533,148.767",-35.533,148.767,39600,AEDT,AU,Australia,au,Australian Capital Territory,2611,NA
022930,99999,"64.625,21.077",64.625,21.077,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
024390,99999,"59.533,15.583",59.533,15.583,3600,CET,SE,Sweden,se,Örebro län,732 71,NA
014830,99999,"59.183,10.267",59.183,10.267,3600,CET,NO,Norway,no,Vestfold,3160,NA
838290,99999,"-23.217,-45.867",-23.217,-45.867,-10800,BRT,BR,Brazil,br,São Paulo,12228-904,São José dos Campos
480890,99999,"17.917,96.867",17.917,96.867,23400,630,MM,Myanmar,mm,Bago Region,0095,NA
358840,99999,"46,70",46,70,21600,6,KZ,Kazakhstan,kz,Jambyl Region,NA,NA
172820,99999,"37.929,41.117",37.929,41.117,10800,3,TR,Turkey,tr,Southeastern Anatolia Region,72000,Batman merkez
427010,99999,"23.314,85.322",23.314,85.322,19800,IST,IN,India,in,Jharkhand,834001,Ranchi
956000,99999,"-30.3,115.033",-30.3,115.033,28800,AWST,AU,Australia,au,Western Australia,6516,NA
726083,4836,"47.2855,-68.313",47.2855,-68.313,-18000,EST,US,United States of America,us,Maine,04772,NA
726083,99999,"47.2855,-68.313",47.2855,-68.313,-18000,EST,US,United States of America,us,Maine,04772,NA
653510,99999,"10.867,0.25",10.867,0.25,0,GMT,TG,Togo,tg,Savanes Region,NA,Dapaong
248260,99999,"61.617,114.617",61.617,114.617,32400,9,RU,Russia,ru,Sakha Republic,NA,Мурбайский наслег
788730,400,"17.497,-62.9795",17.497,-62.9795,-14400,AST,BQ,The Netherlands,nl,Caribbean Netherlands,NA,Sint Eustatius
788730,99999,"17.497,-62.9795",17.497,-62.9795,-14400,AST,BQ,The Netherlands,nl,Caribbean Netherlands,NA,Sint Eustatius
873220,99999,"-31.333,-66.6",-31.333,-66.6,-10800,ART,AR,Argentina,ar,LR,F5470,NA
789060,403,"15.335,-61.3875",15.335,-61.3875,-14400,AST,DM,Dominica,dm,Saint Paul Parish,00109-800,NA
789060,99999,"15.335,-61.3875",15.335,-61.3875,-14400,AST,DM,Dominica,dm,Saint Paul Parish,00109-800,NA
720597,190,"34.5,-81.95",34.5,-81.95,-18000,EST,US,United States of America,us,South Carolina,NA,NA
720597,99999,"34.5,-81.95",34.5,-81.95,-18000,EST,US,United States of America,us,South Carolina,NA,NA
722026,12826,"25.483,-80.383",25.483,-80.383,-18000,EST,US,United States of America,us,Florida,33039,NA
722026,99999,"25.483,-80.383",25.483,-80.383,-18000,EST,US,United States of America,us,Florida,33039,NA
628050,99999,"11.786,34.337",11.786,34.337,7200,CAT,SD,Sudan,sd,Blue Nile State,NA,AD Damazin
251210,99999,"68.733,158.717",68.733,158.717,39600,11,RU,Russia,ru,Sakha Republic,NA,NA
682677,99999,"-23.867,29.433",-23.867,29.433,7200,SAST,ZA,RSA,za,NA,NA,Polokwane Local Municipality
690150,93121,"34.3,-116.167",34.3,-116.167,-28800,PST,US,United States of America,us,California,NA,NA
690150,99999,"34.3,-116.167",34.3,-116.167,-28800,PST,US,United States of America,us,California,NA,NA
720369,4135,"43.743,-111.098",43.743,-111.098,-25200,MST,US,United States of America,us,Idaho,83422,NA
723060,13722,"35.892,-78.782",35.892,-78.782,-18000,EST,US,United States of America,us,North Carolina,27560,NA
718737,99999,"49.617,-111.45",49.617,-111.45,-25200,MST,CA,Canada,ca,Alberta,NA,NA
37480,NA,"51.067,-1.317",51.067,-1.317,0,GMT,GB,United Kingdom,gb,England,SO23 7XD,Winchester
227930,99999,"62.9,49.633",62.9,49.633,10800,MSK,RU,Russia,ru,Komi Republic,NA,сельское поселение Вожский
680022,99999,"-22.117,14.283",-22.117,14.283,7200,CAT,NA,Namibia,na,Erongo Region,NA,NA
11700,NA,"67.233,15.317",67.233,15.317,3600,CET,NO,Norway,no,NA,8206,NA
722486,13942,"32.516,-92.041",32.516,-92.041,-21600,CST,US,United States of America,us,Louisiana,71203,Monroe
20520,NA,"66.95,17.75",66.95,17.75,3600,CET,SE,Sweden,se,Norrbottens län,NA,NA
40770,NA,"66.45,-15.95",66.45,-15.95,0,GMT,IS,Iceland,is,NA,675,NA
714230,99999,"49.083,-61.7",49.083,-61.7,-18000,EST,CA,Canada,ca,Quebec,NA,L'Île-d'Anticosti
724235,13810,"38.2225,-85.657",38.2225,-85.65700000000001,-18000,EST,US,United States of America,us,Kentucky,40205,Louisville
724235,99999,"38.2225,-85.657",38.2225,-85.65700000000001,-18000,EST,US,United States of America,us,Kentucky,40205,Louisville
720614,205,"38.909,-121.351",38.909,-121.351,-28800,PST,US,United States of America,us,California,NA,Lincoln
720614,99999,"38.909,-121.351",38.909,-121.351,-28800,PST,US,United States of America,us,California,NA,Lincoln
718936,99999,"49.951,-125.271",49.951,-125.271,-28800,PST,CA,Canada,ca,British Columbia,V9H1T5,Campbell River
483290,99999,"18.567,99.033",18.567,99.033,25200,ICT,TH,Thailand,th,Lamphun Province,51000,NA
992020,99999,"23.43,-162.21",23.43,-162.21,-36000,HST,US,United States of America,us,Hawaii,NA,NA
067710,99999,"45.85,8.933",45.85,8.933,3600,CET,CH,Switzerland,ch,Ticino,6855,NA
855436,99999,"-33.667,-78.929",-33.667,-78.929,NA,NA,CL,Chile,cl,Valparaiso Region,NA,Juan Fernández
022700,99999,"64.917,19.467",64.917,19.467,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
956540,99999,"-33.05,135.45",-33.05,135.45,37800,ACDT,AU,Australia,au,South Australia,5652,NA
540120,99999,"44.583,117.6",44.583,117.6,28800,CST,CN,PRC,cn,Inner Mongolia,NA,West Ujimqin Banner
680320,99999,"-19.973,23.431",-19.973,23.431,7200,CAT,BW,Botswana,bw,North-West District,PRIVATE BAG 002,Maun
484075,99999,"15.23,103.253",15.23,103.253,25200,ICT,TH,Thailand,th,Buri Ram Province,NA,NA
010430,99999,"70.417,22.817",70.417,22.817,3600,CET,NO,Norway,no,Finnmark,NA,NA
714390,99999,"45.333,-81.733",45.333,-81.733,-18000,EST,CA,Canada,ca,Ontario,NA,Northern Bruce Peninsula
374980,99999,"41.65,42.317",41.65,42.317,14400,4,GE,Georgia,ge,Autonomous Republic of Adjara,NA,NA
952840,99999,"-17.133,145.433",-17.133,145.433,36000,AEST,AU,Australia,au,Queensland,4872,NA
026720,99999,"56.686,16.288",56.686,16.288,3600,CET,SE,Sweden,se,Kalmar län,392 41,Kalmar
701338,99999,"61.533,-165.583",61.533,-165.583,-32400,AKST,US,United States of America,us,Alaska,NA,Chevak
741250,99999,"54.117,-108.433",54.117,-108.433,-21600,CST,CA,Canada,ca,Saskatchewan,S9X 1E6,Meadow Lake
165850,99999,"39.25,9.05",39.25,9.05,3600,CET,IT,Italy,it,Sardinia,09030,NA
744904,94723,"42.717,-71.1205",42.717,-71.12049999999999,-18000,EST,US,United States of America,us,Massachusetts,01844,NA
744904,99999,"42.717,-71.1205",42.717,-71.12049999999999,-18000,EST,US,United States of America,us,Massachusetts,01844,NA
306120,99999,"54,103.067",54,103.067,28800,8,RU,Russia,ru,Irkutsk Oblast,NA,NA
998327,99999,"42.801,-70.169",42.801,-70.169,-18000,EST,US,United States of America,us,Massachusetts,01936,NA
720589,185,"44.783,-88.55",44.783,-88.55,-21600,CST,US,United States of America,us,Wisconsin,54166,Shawano
720589,99999,"44.783,-88.55",44.783,-88.55,-21600,CST,US,United States of America,us,Wisconsin,54166,Shawano
939870,99999,"-43.95,-176.567",-43.95,-176.567,NA,NA,NZ,New Zealand,nz,NA,NA,NA
21240,NA,"66.05,17.833",66.05,17.833,3600,CET,SE,Sweden,se,Norrbottens län,NA,NA
153280,99999,"45.317,26.367",45.317,26.367,7200,EET,RO,Romania,ro,NA,127430,NA
229810,99999,"60.767,46.25",60.767,46.25,10800,MSK,RU,Russia,ru,Vologda Oblast,162390,Трегубовское сельское поселение
602200,99999,"31.517,-9.783",31.517,-9.783,0,WET,MA,Morocco,ma,NA,44100,Essaouira
749170,99999,"35.117,-119.3",35.117,-119.3,-28800,PST,US,United States of America,us,California,NA,NA
722588,13926,"33.0675,-96.066",33.067499999999995,-96.066,-21600,CST,US,United States of America,us,Texas,75402,Greenville
722588,99999,"33.0675,-96.066",33.067499999999995,-96.066,-21600,CST,US,United States of America,us,Texas,75402,Greenville
604130,99999,"36.55,2.883",36.55,2.883,3600,CET,DZ,Algeria,dz,Blida,09480,NA
967730,99999,"-6.55,107.667",-6.55,107.667,25200,WIB,ID,Indonesia,id,West Java,NA,NA
893320,99999,"-82.617,-137.083",-82.617,-137.083,NA,NA,NA,NA,NA,NA,NA,NA
239120,99999,"60.7,56.75",60.7,56.75,18000,5,RU,Russia,ru,Perm Krai,618630,Ныробское городское поселение
129100,99999,"46.917,16.317",46.917,16.317,3600,CET,HU,Hungary,hu,NA,9981,NA
339150,99999,"46.45,33.883",46.45,33.883,7200,EET,UA,Ukraine,ua,Kherson Oblast,75230,NA
648200,99999,"1.9,9.8",1.9,9.8,3600,WAT,GQ,Equatorial Guinea,gq,Litoral Province,NA,Bata
152700,99999,"45.683,21.933",45.683,21.933,7200,EET,RO,Romania,ro,NA,305500,NA
690240,99999,"47.217,-124.2",47.217,-124.2,-28800,PST,US,United States of America,us,Washington,98571,NA
066600,99999,"47.383,8.567",47.383,8.567,3600,CET,CH,Switzerland,ch,Zurich,8044,Zurich
229170,99999,"60.117,32.317",60.117,32.317,10800,MSK,RU,Russia,ru,Leningrad oblast,187450,NA
945150,99999,"-26.55,148.783",-26.55,148.783,36000,AEST,AU,Australia,au,Queensland,4455,NA
895860,99999,"-69.117,85.983",-69.117,85.983,NA,NA,NA,NA,NA,NA,NA,NA
344190,99999,"48.983,37.783",48.983,37.783,7200,EET,UA,Ukraine,ua,Donetsk Oblast,84400-84409,NA
221260,99999,"68.45,35.367",68.45,35.367,10800,MSK,RU,Russia,ru,Murmansk Oblast,NA,NA
719211,99999,"57.883,-101.667",57.883,-101.667,-21600,CST,CA,Canada,ca,Manitoba,NA,NA
998317,99999,"34.141,-77.709",34.141,-77.709,NA,NA,US,United States of America,us,North Carolina,NA,Wrightsville Beach
956360,99999,"-33.883,119.1",-33.883,119.1,28800,AWST,AU,Australia,au,Western Australia,NA,NA
719984,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
840120,99999,"-0.95,-80.7",-0.95,-80.7,-18000,ECT,EC,Ecuador,ec,Manabí,130804,Manta
782700,99999,"20.667,-75.783",20.667,-75.783,-18000,CST,CU,Cuba,cu,Holguín,NA,NA
997804,99999,"58.2,-136.633",58.2,-136.633,-32400,AKST,US,United States of America,us,Alaska,NA,NA
722052,53933,"36.77,-98.6685",36.77,-98.6685,-21600,CST,US,United States of America,us,Oklahoma,73717,Alva
722052,99999,"36.77,-98.6685",36.77,-98.6685,-21600,CST,US,United States of America,us,Oklahoma,73717,Alva
546180,99999,"38.083,116.55",38.083,116.55,28800,CST,CN,PRC,cn,Hebei,062100,Botou
661160,99999,"-5.867,13.433",-5.867,13.433,3600,WAT,AO,Angola,ao,Zaire,NA,NA
029240,99999,"62.533,24.217",62.533,24.217,7200,EET,FI,Finland,fi,Western Finland,63920,NA
969730,99999,"-7.05,113.967",-7.05,113.967,25200,WIB,ID,Indonesia,id,East Java,NA,NA
303170,99999,"56.2,102.833",56.2,102.833,28800,8,RU,Russia,ru,Irkutsk Oblast,NA,NA
261340,99999,"58.967,24.733",58.967,24.733,7200,EET,EE,Estonia,ee,NA,NA,NA
172007,99999,"37.483,38.883",37.483,38.883,10800,3,TR,Turkey,tr,Southeastern Anatolia Region,NA,NA
471065,99999,"37.783,126.85",37.783,126.85,32400,KST,KR,South Korea,kr,Gyeonggi-do,NA,Paju
943440,99999,"-21.6,138.367",-21.6,138.367,36000,AEST,AU,Australia,au,Queensland,NA,NA
723291,3849,"37.087,-84.077",37.087,-84.077,-18000,EST,US,United States of America,us,Kentucky,40744,London
406160,99999,"36.15,44",36.15,44,10800,AST,IQ,Iraq,iq,Iraqi Kurdistan,31019,Erbil
21550,NA,"57.3,14.133",57.3,14.133,3600,CET,SE,Sweden,se,Jönköpings län,NA,NA
690330,99999,"45.667,-121.533",45.667,-121.533,-28800,PST,US,United States of America,us,Oregon,97031,NA
723088,99999,"37.48,-76.32",37.48,-76.32,-18000,EST,US,United States of America,us,Virginia,23076,NA
028290,99999,"60.6,24.8",60.6,24.8,7200,EET,FI,Finland,fi,Southern Finland,05840,NA
570830,99999,"34.52,113.841",34.52,113.841,28800,CST,CN,PRC,cn,Henan,NA,Xinzheng
012360,99999,"62.1,9.05",62.1,9.05,3600,CET,NO,Norway,no,Oppland,NA,NA
10650,NA,"69.467,25.517",69.467,25.517,3600,CET,NO,Norway,no,Finnmark,NA,NA
113080,99999,"47.25,10.183",47.25,10.183,3600,CET,AT,Austria,at,Vorarlberg,6767,NA
070700,99999,"49.31,4.05",49.31,4.05,3600,CET,FR,France,fr,Grand Est,51450,Bétheny
725285,99999,"42.88,-78.88",42.88,-78.88,-18000,EST,US,United States of America,us,New York,14202,Buffalo
014881,99999,"61.206,1.829",61.206,1.829,NA,NA,NA,NA,NA,NA,NA,NA
310110,99999,"59.667,127.05",59.667,127.05,32400,9,RU,Russia,ru,Sakha Republic,NA,городское поселение Томмот
722733,99999,"31.88,-112.82",31.88,-112.82,-25200,MST,MX,Mexico,mx,Sonora,83570,NA
891250,68201,"-80.017,-119.533",-80.017,-119.533,NA,NA,NA,NA,NA,NA,NA,NA
022970,99999,"64.483,21.583",64.483,21.583,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
467550,99999,"23.483,120.95",23.483,120.95,28800,CST,TW,ROC,tw,Taiwan Province,605,NA
435775,99999,"-0.7,73.15",-0.7,73.15,NA,NA,MV,Maldives,mv,Addu,NA,Hithadhoo
952950,99999,"-19.617,147.383",-19.617,147.383,36000,AEST,AU,Australia,au,Queensland,NA,NA
726185,14605,"44.316,-69.797",44.316,-69.797,-18000,EST,US,United States of America,us,Maine,04330,Augusta
995150,99999,"53.5,2.2",53.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA
405810,99999,"29.383,48",29.383,48,10800,AST,KW,Kuwait,kw,Al Asimah,13050,Kuwait City
153460,99999,"45.1,24.367",45.1,24.367,7200,EET,RO,Romania,ro,NA,240133,Râmnicu Vâlcea
25240,NA,"57.933,13.067",57.933,13.067,3600,CET,SE,Sweden,se,Västra Götalands län,NA,NA
712043,99999,"49.47,-123.92",49.47,-123.92,-28800,PST,CA,Canada,ca,British Columbia,NA,NA
995660,99999,"28.2,-15.1",28.2,-15.1,0,WET,ES,Spain,es,Canary Islands,NA,Las Palmas de Gran Canaria
722170,3813,"32.685,-83.653",32.685,-83.653,-18000,EST,US,United States of America,us,Georgia,31093,Macon
38915,NA,"49.706,-2.215",49.706,-2.215,NA,NA,GG,Guernsey,gg,Alderney,NA,NA
718435,99999,"58.717,-65.983",58.717,-65.983,-18000,EST,CA,Canada,ca,Quebec,NA,Kangiqsualujjuaq
319210,99999,"44.717,132.067",44.717,132.067,36000,10,RU,Russia,ru,Primorsky Krai,692671,NA
170600,99999,"40.977,28.821",40.977,28.821,10800,3,TR,Turkey,tr,Marmara Region,34196,Kartaltepe
150470,99999,"47.433,23.867",47.433,23.867,7200,EET,RO,Romania,ro,NA,435600,NA
720616,207,"36.533,-93.2",36.533,-93.2,-21600,CST,US,United States of America,us,Missouri,NA,NA
720616,99999,"36.533,-93.2",36.533,-93.2,-21600,CST,US,United States of America,us,Missouri,NA,NA
170674,99999,"36.3,32.3",36.3,32.3,10800,3,TR,Turkey,tr,Mediterranean Region,NA,NA
819540,99999,"-8.517,-37.717",-8.517,-37.717,-10800,-3,BR,Brazil,br,Pernambuco,56580-000,NA
727900,24141,"47.308,-119.515",47.308,-119.515,-28800,PST,US,United States of America,us,Washington,98823,Ephrata
747041,99999,"34.083,-118.033",34.083,-118.033,-28800,PST,US,United States of America,us,California,91731,El Monte
021110,99999,"65.867,20.133",65.867,20.133,3600,CET,SE,Sweden,se,Norrbottens län,NA,NA
956250,99999,"-31.617,117.217",-31.617,117.217,28800,AWST,AU,Australia,au,Western Australia,6407,NA
040820,99999,"64.296,-15.227",64.296,-15.227,0,GMT,IS,Iceland,is,NA,780,NA
623010,99999,"31.617,25.9",31.617,25.9,7200,EET,EG,Egypt,eg,Matrouh Governorate,NA,NA
027570,99999,"59.817,23.583",59.817,23.583,NA,NA,FI,Finland,fi,Southern Finland,NA,NA
113820,99999,"47.783,15.9",47.783,15.9,3600,CET,AT,Austria,at,Lower Austria,2734,Gemeinde Puchberg
347530,99999,"47.117,43.933",47.117,43.933,10800,MSK,RU,Russia,ru,ROS,NA,Заветинское сельское поселение
607230,99999,"36.733,9.183",36.733,9.183,3600,CET,TN,Tunisia,tn,Béja,9029,NA
76840,NA,"43.542,6.953",43.542,6.953,3600,CET,FR,France,fr,Provence-Alpes-Côte d'Azur,06210,NA
222320,99999,"67.7,37.117",67.7,37.117,10800,MSK,RU,Russia,ru,Murmansk Oblast,NA,сельское поселение Ловозеро
70400,NA,"49.933,1.1",49.933,1.1,3600,CET,FR,France,fr,Normandy,76200,NA
471180,99999,"38.233,127.967",38.233,127.967,32400,KST,KR,South Korea,kr,Gangwon-do,NA,Yanggu-gun
341230,99999,"51.7,39.217",51.7,39.217,10800,MSK,RU,Russia,ru,Voronezh Oblast,394043,Voronezh
869680,99999,"-28.126,-49.479",-28.126,-49.479,-10800,-3,BR,Brazil,br,Santa Catarina,NA,NA
41800,NA,"64.233,-15.2",64.233,-15.2,0,GMT,IS,Iceland,is,NA,780,NA
144430,99999,"42.4,16.267",42.4,16.267,NA,NA,HR,Croatia,hr,NA,NA,NA
944820,99999,"-25.9,139.35",-25.9,139.35,36000,AEST,AU,Australia,au,Queensland,NA,NA
402600,99999,"32.161,37.149",32.161,37.149,7200,EET,JO,Jordan,jo,Mafraq,NA,NA
509490,99999,"45.083,124.867",45.083,124.867,28800,CST,CN,PRC,cn,Jilin,NA,NA
161100,99999,"45.65,13.75",45.65,13.75,3600,CET,IT,Italy,it,Friuli Venezia Giulia,34123,Triest
31740,NA,"56.3,-2.583",56.3,-2.583,0,GMT,GB,United Kingdom,gb,Scotland,KY10 3XN,NA
544980,99999,"40.117,124.333",40.117,124.333,28800,CST,CN,PRC,cn,Liaoning,118000,Dandong
819050,99999,"-7.467,-44.35",-7.467,-44.35,-10800,-3,BR,Brazil,br,Piauí,NA,NA
685800,99999,"-29.533,30.283",-29.533,30.283,7200,SAST,ZA,RSA,za,KwaZulu-Natal,3245,uMgeni Local Municipality
787360,99999,"12.55,-86.983",12.55,-86.983,-21600,CST,NI,Nicaragua,ni,Chinandega,26100,NA
710090,99999,"51.367,-113.35",51.367,-113.35,-25200,MST,CA,Canada,ca,Alberta,NA,NA
916830,99999,"-18.043,178.559",-18.043,178.559,43200,12,FJ,Fiji,fj,Central,NA,NA
294810,99999,"56.85,95.217",56.85,95.217,25200,7,RU,Russia,ru,Krasnoyarsk Krai,NA,NA
276250,99999,"55.133,38.733",55.133,38.733,10800,MSK,RU,Russia,ru,Moscow Oblast,140483,NA
612720,99999,"13.4,-6.15",13.4,-6.15,0,GMT,ML,Mali,ml,Ségou,NA,NA
637050,99999,"0.042,32.444",0.042,32.444,10800,EAT,UG,Uganda,ug,Wakiso,7545,Entebbe
719900,99999,"63.25,-130.033",63.25,-130.033,-28800,PST,CA,Canada,ca,Yukon,NA,NA
13801,NA,"61.167,9.967",61.167,9.967,3600,CET,NO,Norway,no,Oppland,NA,NA
033940,99999,"53.1,0.317",53.1,0.317,0,GMT,GB,United Kingdom,gb,England,PE24 4SU,NA
470920,99999,"38.061,128.669",38.061,128.669,32400,KST,KR,South Korea,kr,Gangwon-do,25041,Yangyang-gun
718432,99999,"60.819,-78.149",60.819,-78.149,-18000,EST,CA,Canada,ca,Quebec,NA,Akulivik
014060,99999,"59.917,5.067",59.917,5.067,NA,NA,NO,Norway,no,Hordaland,5423,NA
407330,99999,"48.983,12.2",48.983,12.2,3600,CET,DE,Germany,de,Bavaria,93073,NA
647010,99999,"14.117,15.317",14.117,15.317,3600,WAT,TD,Chad,td,Kanem,NA,Mao
027970,99999,"64.15,25.417",64.15,25.417,7200,EET,FI,Finland,fi,Northern Finland,86601 HAAPAVESI,NA
722351,12953,"29.26,-96.081",29.259999999999998,-96.08099999999999,-21600,CST,US,United States of America,us,Texas,77488,NA
722351,99999,"29.26,-96.081",29.259999999999998,-96.08099999999999,-21600,CST,US,United States of America,us,Texas,77488,NA
860650,99999,"-22.55,-61.55",-22.55,-61.55,-10800,-3,PY,Paraguay,py,Departamento de Boquerón,NA,NA
026390,99999,"55.433,13.833",55.433,13.833,3600,CET,SE,Sweden,se,Skåne,27139,NA
726465,94890,"44.783,-89.667",44.783,-89.667,-21600,CST,US,United States of America,us,Wisconsin,54455,Mosinee
726465,99999,"44.783,-89.667",44.783,-89.667,-21600,CST,US,United States of America,us,Wisconsin,54455,Mosinee
714540,99999,"53.917,-106.067",53.917,-106.067,-21600,CST,CA,Canada,ca,Saskatchewan,NA,NA
720373,92824,"28,-82.164",28,-82.164,-18000,EST,US,United States of America,us,Florida,33566,NA
960450,99999,"3.467,97.3",3.467,97.3,25200,WIB,ID,Indonesia,id,Aceh,NA,NA
