"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014756","2006","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.5","W","164.4","","164.4","W","156","W","80","W","","","","","0","W","71","W","10","W","84","W","0","W","-11.0","W,0219,","","","","","76.5",",W,0607,","31.1","W,0802,","-0.5","W,1104","-3.2","W,1205","-7.7","W,1206","-7.7","W,1206","","","-1.0","W,0422","-4.3","W,0329","-4.9","W,0318","-7.7","W,0228","-10.5","W,0227","2977.6","","2977.6","W","1039.5",",W","","","","","10.82","W","14.32","W","7.32","W","","","80","W","80","W","","","36.2","W","36.2","W","",""
"USW00014756","2007","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.7","W","169.4","","169.4","W","146","W","70","W","","","","","0","W","92","W","22","W","96","W","0","W","-13.8","W,0126,","","","","","89.7",",W,1103,","29.4","W,0525,","-1.6","W,1111","-4.3","W,1124","-5.5","W,1201","-7.1","W,1207","","","0.0","W,0420","-2.7","W,0407","-11.6","W,0309","-11.6","W,0309","-11.6","W,0309","3053.9","","3053.9","W","873.8",",W","","","","","10.00","W","13.61","W","6.38","W","","","360","W","360","W","","","26.4","W","32.2","W","",""
"USW00014756","2008","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.5","W","195.0","","195.0","W","145","W","69","W","","","","","0","W","99","W","11","W","96","W","0","W","-12.1","W,0104,","","","","","44.4",",W,0928,","29.4","W,0609,+","-1.0","W,1023","-4.3","W,1120","-9.3","W,1208","-9.3","W,1208","-9.3","W,1208","-2.7","W,0416","-2.7","W,0416","-6.0","W,0303","-7.7","W,0229","-9.9","W,0211","3083.8","","3083.8","W","987.6",",W","","","","","10.28","W","14.04","W","6.51","W","","","250","W","170","W","","","21.5","W","27.7","W","",""
"USW00014756","2009","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.5","W","128.2","","128.2","W","150","W","86","W","","","","","0","W","91","W","23","W","77","W","0","W","-14.3","W,0117,","","","","","91.2",",W,0829,","28.3","W,0426,","0.0","W,1206","-3.2","W,1208","-6.0","W,1213","-8.2","W,1217","","","-1.0","W,0416","-3.2","W,0324","-7.1","W,0304","-7.1","W,0304","-9.9","W,0207","3231.1","","3231.1","W","1052.5",",W","","","","","9.79","W","13.28","W","6.30","W","","","20","W","20","W","","","21.9","W","27.3","W","",""
"USW00014756","2010","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.6","W","267.9","","267.9","W","124","W","70","W","","","","","0","W","94","W","18","W","106","W","2","W","-11.6","W,0130,","","","","","46.7",",W,0805,","32.8","W,0706,","-2.1","W,1102","-3.2","W,1208","-4.9","W,1209","-8.2","W,1210","","","-1.0","W,0414","-3.8","W,0328","-4.9","W,0209","-7.1","W,0207","-11.6","W,0130","2952.8","","2952.8","W","1023.3",",W","","","","","10.82","W","14.30","W","7.33","W","","","50","W","360","W","","","20.6","W","30.0","W","",""
"USW00014756","2011","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.3","W","217.4","","217.4","W","125","W","68","W","","","","","0","W","99","W","11","W","108","W","0","W","-13.8","W,0124,","","","","","42.7",",W,1123,","30.6","W,0723,","0.0","W,1103","-3.8","W,1211","-6.6","W,1219","","","","","-0.5","W,0410","-2.7","W,0325","-8.8","W,0304","-8.8","W,0304","-13.8","W,0124","3156.9","","3156.9","W","848.4",",W","","","","","10.85","W","14.70","W","7.00","W","","","330","W","340","W","","","23.7","W","30.9","W","",""
"USW00014756","2012","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.1","W","273.2","","273.2","W","117","W","68","W","","","","","0","W","55","W","1","W","104","W","1","W","-9.3","W,0115,","","","","","50.8",",W,1029,","33.3","W,0621,","0.0","W,1106","-3.8","W,1206","","","","","","","0.0","W,0406","-4.3","W,0311","-5.5","W,0227","-8.8","W,0116","-9.3","W,0115","2568.9","","2568.9","W","856.1",",W","","","","","11.74","W","15.35","W","8.12","W","","","20","W","30","W","","","23.3","W","30.4","W","",""
"USW00014756","2013","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.4","W","218.3","","218.3","W","154","W","68","W","","","","","0","W","86","W","12","W","90","W","0","W","-12.1","W,0124,","","","","","61.0",",W,0726,","31.1","W,0718,","0.0","W,1026","-3.8","W,1124","-4.9","W,1125","","","","","-3.2","W,0407","-3.2","W,0407","-7.1","W,0218","-7.1","W,0218","-9.9","W,0125","2869.1","","2869.1","W","1099.3",",W","","","","","10.52","W","14.07","W","6.97","W","","","10","W","10","W","","","25.9","W","34.4","W","",""
"USW00014756","2014","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.3","W","139.8","","139.8","W","157","W","63","W","","","","","0","W","87","W","27","W","99","W","0","W","-13.2","W,0104,","","","","","75.2",",W,1117,","28.3","W,0618,","-1.6","W,1115","-4.9","W,1116","-4.9","W,1116","","","","","-2.1","W,0410","-4.9","W,0327","-4.9","W,0327","-9.3","W,0325","-9.3","W,0325","3241.7","","3241.7","W","1100.9",",W","","","","","10.19","W","13.95","W","6.43","W","","","340","W","350","W","","","25.0","W","36.7","W","",""
"USW00014756","2015","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3113.0","","3113.0","W","","","","","","","","","","","","","","","30","W","30","W","","","26.8","W","34.0","W","",""
"USW00014756","2016","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.7","W","254.1","","254.1","W","113","W","61","W","","","","","1","W","67","W","7","W","109","W","0","W","-18.8","W,0214,","","","","","94.7",",W,1009,","29.4","W,0716,","-1.0","W,1123","-3.2","W,1204","-6.6","W,1215","-11.0","W,1216","-11.0","W,1216","0.0","W,0406","-3.2","W,0307","-4.9","W,0306","-14.3","W,0215","-14.3","W,0215","","","","","1118.2",",W","","","","","11.46","W","15.06","W","7.86","W","","","30","W","50","W","","","21.5","W","26.8","W","",""
"USW00014756","2017","41.25306","-70.06083","13.7","NANTUCKET MEMORIAL AIRPORT, MA US","5.7","W","168.3","","168.3","W","121","W","77","W","","","","","0","W","77","W","16","W","92","W","0","W","-14.3","W,1229,","","","","","81.0",",W,0921,","29.4","W,0721,+","-2.7","W,1110","-2.7","W,1110","-5.5","W,1214","-8.2","W,1215","-11.6","W,1228","0.0","W,0419","-5.5","W,0324","-5.5","W,0324","-8.2","W,0313","-9.3","W,0312","2873.2","","2873.2","W","1142.0",",W","","","","","10.78","W","14.28","W","7.27","W","","","240","W","360","W","","","24.1","W","30.4","W","",""
