"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00085895","1986","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1977.2","","1977.2","0","109","0","77","0","0","","0","0","0","0","2","0","0","0","349","0","113","0","-2.2","0,0128,","0",",0,1231,+","0",",0,1231,+","74.9",",0,0311,","35.6","0,0804,+","2148.2","0","","","","","","","0.0","0,0302","-2.2","0,0128","261.1","","261.1","0","","","","","1244.2",",0","0",",0","23.54","0","29.26","0","17.82","0","40619","0"
"USC00085895","1987","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1902.2","","1902.2","0","90","0","70","0","0","","0","0","0","0","0","0","0","0","338","0","106","0","2.8","0,0113,+","0",",0,1231,+","0",",0,1231,+","110.5",",0,0904,","37.8","0,0729,","","","","","","","","","","","","","175.1","","175.1","0","     18.42","0,P,N","     30.62","0,P,N","1345.2",",0","0",",0","22.89","0","28.54","0","17.24","0","43915","0"
"USC00085895","1988","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1900.7","","1900.7","0","96","0","61","0","0","","0","0","0","0","0","0","0","0","331","0","111","0","1.7","0,0128,+","0",",0,1231,+","0",",0,1231,+","86.4",",0,1104,","37.2","0,0904,","2109.8","0","","","","","","","","","","","278.6","","278.6","0","     17.75","0,P,N","     30.00","0,P,N","803.4",",0","0",",0","22.80","0","28.39","0","17.20","0","47530","0"
"USC00085895","1989","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2132.0","","2132.0","0","91","0","66","0","","","0","0","0","0","3","0","0","0","346","0","152","0","-5.0","0,1225,","","","0",",0,1231,+","73.7",",0,0903,","37.2","0,0610,","2119.9","0","-4.4","0,1224","-4.4","0,1224","-4.4","0,1224","","","","","150.6","","150.6","0","","","","","1020.0",",0","0",",0","23.53","0","29.78","0","17.28","0","",""
"USC00085895","1990","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2174.0","","2174.0","0","98","0","71","0","0","","0","0","0","0","0","0","0","0","359","0","129","0","3.9","0,1212,+","0",",0,1231,+","0",",0,1231,+","58.7",",0,0829,","36.1","0,0923,+","","","","","","","","","","","","","185.1","","185.1","0","","","","","1069.8",",0","0",",0","24.05","0","29.98","0","18.11","0","",""
"USC00085895","1991","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2167.5","","2167.5","0","120","0","84","0","0","","0","0","0","0","0","0","0","0","348","0","125","0","0.6","0,0217,","0",",0,1231,+","0",",0,1231,+","88.9",",0,0116,","35.6","0,0813,+","1914.8","0","","","","","","","","","","","126.0","","126.0","0","     18.61","0,P,N","     30.95","0,P,N","1339.3",",0","0",",0","23.83","0","29.41","0","18.26","0","38789","0"
"USC00085895","1992","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1847.4","","1847.4","0","99","0","73","0","0","","0","0","0","0","0","0","0","0","341","0","91","0","2.2","0,0116,","0",",0,1231,+","0",",0,1231,+","106.7",",0,0628,","35.6","0,0707,","1792.8","0","","","","","","","","","","","220.8","","220.8","0","     18.13","0,P,N","     29.96","0,P,N","1296.0",",0","0",",0","22.81","0","28.34","0","17.29","0","38611","0"
"USC00085895","1993","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1782.7","","1782.7","0","102","0","74","0","0","","0","0","0","0","0","0","0","0","334","0","102","0","3.3","0,1227,+","0",",0,1231,+","0",",0,1231,+","57.4",",0,0831,","35.6","0,0712,+","1766.3","0","","","","","","","","","","","172.4","","172.4","0","","","","","977.5",",0","0",",0","22.73","0","28.30","0","17.16","0","37585","0"
"USC00085895","1994","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1996.5","","1996.5","0","129","0","86","0","0","","0","0","0","0","0","0","0","0","336","0","83","0","3.9","0,0107,+","0",",0,1231,+","0",",0,1231,+","109.2",",0,0530,","35.0","0,0902,+","1702.5","0","","","","","","","","","","","226.4","","226.4","0","","","","","1477.2",",0","0",",0","23.37","0","28.46","0","18.28","0","30542","0"
"USC00085895","1996","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","97","0","64","0","0","","0","0","0","0","3","0","0","0","334","0","88","0","-1.7","0,0206,+","0",",0,1231,+","0",",0,1231,+","56.1",",0,0610,","37.2","0,0920,","1926.1","0","","","","","","","-1.7","0,0206","","","","","","","","","","","981.7",",0","0",",0","22.52","0","28.19","0","16.85","0","23843","0"
"USC00085895","1997","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2037.4","","2037.4","0","126","0","76","0","0","","0","0","0","0","3","0","0","0","346","0","105","0","-3.3","0,0120,+","0",",0,1231,+","0",",0,1231,+","108.5",",0,0810,","36.1","0,0811,+","1795.7","0","","","","","","","-3.3","0,0120","-3.3","0,0120","141.0","","141.0","0","","","","","1227.5",",0","0",",0","23.51","0","29.17","0","17.85","0","16171","0"
"USC00085895","1998","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2175.5","","2175.5","0","92","0","65","0","","","0","0","0","0","0","0","0","0","342","0","127","0","6.1","0,0313,+","","","0",",0,1231,+","95.3",",0,1105,","37.2","0,0704,","1836.2","0","","","","","","","","","","","204.7","","204.7","0","","","","","1307.9",",0","0",",0","23.85","0","29.04","0","18.66","0","15163","0"
"USC00085895","1999","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1922.7","","1922.7","0","108","0","76","0","0","","0","0","0","0","0","0","0","0","347","0","93","0","2.2","0,0107,","0",",0,1231,+","0",",0,1231,+","51.3",",0,1005,","36.7","0,0803,+","1718.2","0","","","","","","","","","","","128.3","","128.3","0","","","","","1180.9",",0","0",",0","23.21","0","28.74","0","17.68","0","",""
"USC00085895","2000","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1876.1","","1876.1","0","83","0","51","0","0","","0","0","0","0","1","0","0","0","350","0","112","0","0.0","0,1231,","0",",0,1231,+","0",",0,1231,+","63.0",",0,0928,","36.1","0,0527,","1881.0","0","0.0","0,1231","","","","","","","","","166.6","","166.6","0","","","","","831.9",",0","0",",0","22.93","0","28.91","0","16.95","0","62245","0"
"USC00085895","2001","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299.7","","299.7","0","","","","","","","","","","","","","","","",""
"USC00085895","2002","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2046.8","","2046.8","0","112","0","80","0","","","0","0","0","0","0","0","0","0","337","0","88","0","1.1","0,0105,+","","","0",",0,1231,+","85.1",",0,0621,","36.7","0,0604,","1702.5","0","","","","","","","","","","","","","","","","","","","1308.7",",0","0",",0","23.42","0","28.66","0","18.18","0","43013","0"
"USC00085895","2003","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2039.5","","2039.5","0","109","0","75","0","0","","0","0","0","0","1","0","0","0","327","0","78","0","-0.6","0,0125,","0",",0,1231,+","0",",0,1231,+","64.8",",0,0528,","34.4","0,0724,+","1680.9","0","","","","","","","-0.6","0,0125","","","272.5","","272.5","0","","","","","1157.5",",0","0",",0","23.42","0","28.25","0","18.60","0","39965","0"
"USC00085895","2004","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1921.3","","1921.3","0","96","0","66","0","0","","0","0","0","0","0","0","0","0","338","0","80","0","1.7","0,1215,","0",",0,1231,+","0",",0,1231,+","68.1",",0,0926,","35.0","0,0901,+","1830.9","0","","","","","","","","","","","229.7","","229.7","0","","","","","1026.1",",0","0",",0","22.97","0","27.91","0","18.03","0","40254","0"
"USC00085895","2005","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1888.6","","1888.6","0","110","0","82","0","0","","0","0","0","0","0","0","0","0","333","0","76","0","1.1","0,0125,+","0",",0,1231,+","0",",0,1231,+","109.2",",0,0318,","36.7","0,0713,","1740.8","0","","","","","","","","","","","241.0","","241.0","0","","","","","1335.3",",0","0",",0","22.92","0","27.72","0","18.12","0","36069","0"
"USC00085895","2006","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1899.5","","1899.5","0","82","0","55","0","","","0","0","0","0","0","0","0","0","345","0","99","0","1.1","0,0215,","","","0",",0,1231,+","111.8",",0,0831,","35.6","0,0622,+","1836.6","0","","","","","","","","","","","230.0","","230.0","0","","","","","943.3",",0","0",",0","22.98","0","28.68","0","17.28","0","35091","0"
"USC00085895","2007","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1917.8","","1917.8","0","97","0","68","0","0","","0","0","0","0","1","0","0","0","346","0","106","0","0.0","0,0220,","0",",0,1231,+","0",",0,1231,+","55.9",",0,0708,","35.6","0,0905,+","1878.4","0","","","","","","","0.0","0,0220","","","212.0","","212.0","0","","","","","953.7",",0","0",",0","23.11","0","29.08","0","17.13","0","38966","0"
"USC00085895","2008","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1764.3","","1764.3","0","108","0","82","0","","","0","0","0","0","2","0","0","0","339","0","92","0","-1.1","0,0103,","","","0",",0,1231,+","296.4",",0,0820,","35.0","0,0723,+","1866.3","0","","","","","","","-0.6","0,0104","","","198.0","","198.0","0","","","","","1680.6",",0","0",",0","22.73","0","28.43","0","17.04","0","40411","0"
"USC00085895","2009","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2078.6","","2078.6","0","100","0","73","0","0","","0","0","0","0","5","0","0","0","338","0","127","0","-2.2","0,0206,","0",",0,1231,+","0",",0,1231,+","78.7",",0,0902,","37.8","0,0623,","2046.8","0","","","","","","","-2.2","0,0206","-2.2","0,0206","288.9","","288.9","0","","","","","1275.6",",0","0",",0","23.29","0","28.98","0","17.59","0","31470","0"
"USC00085895","2010","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1848.1","","1848.1","0","95","0","81","0","0","","0","0","0","0","14","0","0","0","309","0","93","0","-3.3","0,0112,+","0",",0,1231,+","0",",0,1231,+","73.7",",0,0517,","36.7","0,0524,","2060.2","0","0.0","0,1209","-2.8","0,1215","","","0.0","0,0113","-3.3","0,0112","416.7","","416.7","0","     16.36","0,P,N","     25.77","0,P,N","1083.0",",0","0",",0","21.80","0","27.24","0","16.37","0","32752","0"
"USC00085895","2011","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2163.4","","2163.4","7","105","7","81","7","","","","","0","7","1","7","0","7","348","7","120","7","0.0","7,0114,","","","","","64.5",",7,1029,","36.7","7,0913,+","1932.1","7","","","","","","","0.0","7,0114","","","366.9","","366.9","7","","","","","1183.8",",7","","","23.85","7","29.45","7","18.25","7","30236","7"
"USC00085895","2012","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2263.7","","2263.7","7","105","7","96","7","","","","","0","7","0","7","0","7","356","7","105","7","1.7","7,0105,+","","","","","109.5",",7,0827,","35.6","7,0803,+","1974.4","7","","","","","","","","","","","86.3","","86.3","7","","","","","1343.4",",7","","","24.19","7","29.14","7","19.25","7","30367","7"
"USC00085895","2013","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2299.2","","2299.2","7","103","7","86","7","","","","","0","7","0","7","0","7","355","7","110","7","4.4","7,1129,+","","","","","73.7",",7,0806,","35.6","7,0727,","2481.5","7","","","","","","","","","","","147.9","","147.9","7","     20.59","7,P,N","     28.19","7,P,N","1224.3",",7","","","24.29","7","29.38","7","19.20","7","31445","7"
"USC00085895","2014","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2337.5","","2337.5","7","118","7","96","7","","","","","0","7","0","7","0","7","346","7","141","7","1.7","7,0123,","","","","","106.7",",7,1022,","36.1","7,0826,+","2442.8","7","","","","","","","","","","","129.8","","129.8","7","     18.23","7,P,N","     28.18","7,P,N","1270.8",",7","","","24.30","7","29.62","7","18.98","7","",""
"USC00085895","2015","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2667.3","","2667.3","7","108","7","85","7","","","","","0","7","0","7","0","7","360","7","159","7","3.3","7,0220,","","","","","53.3",",7,1204,","36.7","7,0621,+","2224.3","7","","","","","","","","","","","90.9","","90.9","7","     20.22","7,P,N","     29.90","7,P,N","1027.5",",7","","","25.45","7","30.53","7","20.37","7","",""
"USC00085895","2016","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2294.9","","2294.9","7","108","7","84","7","","","","","0","7","0","7","0","7","340","7","123","7","4.4","7,0211,+","","","","","64.8",",7,0717,","36.1","7,0823,+","1881.1","7","","","","","","","","","","","122.7","","122.7","7","","","","","1431.2",",7","","","24.22","7","29.19","7","19.26","7","55769","7"
"USC00085895","2017","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1","","77.1","7","","","","","","","","","","","","","","","",""
