"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118293","1995","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","417.4","","417.4","0","100","0","59","0","","","12","0","18","0","156","0","84","0","127","0","7","0","-22.2","0,0105,+","","","203",",0,0120,","53.6",",0,0527,","35.0","0,0713,","0.0","0,0922","-2.2","0,0923","-5.0","0,1103","-6.7","0,1104","-8.9","0,1108","0.0","0,0425","-3.9","0,0406","-9.4","0,0405","-9.4","0,0405","-9.4","0,0405","3771.7","","3771.7","0","861.9",",0","983",",0","7.85","0","12.96","0","2.74","0","",""
"USC00118293","1996","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","265.3","","265.3","0","113","0","64","0","66","","13","0","26","0","160","0","74","0","122","0","2","0","-34.4","0,0203,","254",",0,0206,+","152",",0,0126,","40.9",",0,0429,","33.3","0,0629,","-1.7","0,1003","-3.3","0,1019","-5.0","0,1031","-6.7","0,1103","-8.9","0,1111","0.0","0,0429","-2.2","0,0414","-5.6","0,0409","-7.2","0,0408","-12.2","0,0327","4433.2","","4433.2","0","836.2",",0","974",",0","7.01","0","12.29","0","1.73","0","",""
"USC00118293","1997","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","282.5","","282.5","0","123","0","66","0","73","","16","0","17","0","150","0","51","0","128","0","2","0","-25.6","0,0128,","229",",0,0216,","132",",0,0216,","66.5",",0,0625,","34.4","0,0726,","0.0","0,1014","-2.2","0,1015","-6.1","0,1027","-8.9","0,1112","-8.9","0,1112","-0.6","0,0516","-3.9","0,0417","-5.0","0,0413","-8.9","0,0409","-8.9","0,0409","3920.6","","3920.6","0","897.8",",0","1395",",0","8.18","0","13.34","0","3.02","0","",""
"USC00118293","1998","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","404.4","","404.4","0","138","0","76","0","","","7","0","3","0","114","0","35","0","142","0","8","0","-21.7","0,1230,","","","89",",0,1206,","77.5",",0,0914,","33.9","0,0627,","-0.6","0,1014","-2.2","0,1022","-5.6","0,1105","-8.9","0,1121","-8.9","0,1121","0.0","0,0428","-2.2","0,0405","-4.4","0,0324","-6.7","0,0316","-16.1","0,0312","3247.9","","3247.9","0","1121.3",",0","480",",0","10.59","0","15.54","0","5.64","0","",""
"USC00118293","1999","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","392.5","","392.5","0","118","0","66","0","52","","13","0","12","0","133","0","31","0","142","0","11","0","-31.1","0,0105,","356",",0,0115,+","203",",0,0308,","48.3",",0,0601,","35.0","0,0730,+","-0.6","0,1004","-2.2","0,1014","-4.4","0,1024","-10.0","0,1130","-10.0","0,1130","0.0","0,0425","-4.4","0,0327","-4.4","0,0327","-7.8","0,0326","-10.6","0,0313","3258.4","","3258.4","0","757.1",",0","982",",0","9.49","0","15.23","0","3.74","0","",""
"USC00118293","2000","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","332.9","","332.9","0","127","0","71","0","66","","17","0","20","0","135","0","60","0","155","0","3","0","-29.4","0,1225,","457",",0,1231,+","234",",0,1211,","74.9",",0,0922,","33.9","0,0901,","-1.1","0,1006","-2.8","0,1007","-4.4","0,1111","-7.8","0,1115","-8.9","0,1118","0.0","0,0413","-2.8","0,0412","-6.1","0,0408","-7.2","0,0317","-10.0","0,0220","3203.4","","3203.4","0","988.0",",0","1565",",0","8.99","0","14.54","0","3.43","0","",""
"USC00118293","2001","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","397.9","","397.9","0","119","0","74","0","66","","5","0","8","0","127","0","47","0","130","0","13","0","-22.2","0,0202,","406",",0,0102,+","51",",0,0316,","90.7",",0,0919,","34.4","0,0807,+","-2.2","0,1006","-2.2","0,1006","-7.2","0,1209","-7.2","0,1209","-11.1","0,1224","-1.7","0,0418","-2.2","0,0417","-8.9","0,0327","-8.9","0,0327","-8.9","0,0327","3719.0","","3719.0","0","1046.9",",0","226",",0","9.61","0","15.00","0","4.22","0","",""
"USC00118293","2002","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","468.4","","468.4","0","96","0","60","0","30","","10","0","2","0","144","0","33","0","135","0","16","0","-24.4","0,0304,","203",",0,0303,+","152",",0,0302,","162.6",",0,0822,","34.4","0,0721,","0.0","0,1007","-2.8","0,1016","-5.6","0,1101","-8.9","0,1117","-8.9","0,1117","-1.1","0,0521","-6.1","0,0406","-6.1","0,0406","-6.7","0,0326","-10.6","0,0322","3113.9","","3113.9","0","1028.6",",0","647",",0","9.55","0","15.07","0","4.03","0","",""
"USC00118293","2003","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","104","0","52","0","33","","9","0","18","0","133","0","","","","","","","-21.7","0,0123,","152",",0,0306,+","152",",0,0304,","51.3",",0,0913,","","","-1.7","0,1001","-5.6","0,1002","-5.6","0,1002","-10.6","0,1108","-10.6","0,1108","-1.7","0,0423","-3.3","0,0410","-11.1","0,0409","-11.1","0,0409","-11.1","0,0409","","","","","734.4",",0","656",",0","","","","","2.67","0","",""
"USC00118293","2004","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","129","0","72","0","38","","7","0","13","0","126","0","44","0","147","0","0","0","-25.0","0,0130,","203",",0,0208,+","97",",0,0104,","102.6",",0,0616,","31.7","0,0607,","0.0","0,1002","-3.9","0,1005","-6.7","0,1112","-6.7","0,1112","-9.4","0,1213","-1.7","0,0503","-5.6","0,0413","-5.6","0,0413","-8.3","0,0322","-11.1","0,0312","","","","","991.3",",0","516",",0","9.03","0","14.43","0","3.62","0","",""
"USC00118293","2005","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","450.0","","450.0","0","109","0","57","0","68","","13","0","15","0","133","0","50","0","150","0","21","0","-23.3","0,0123,","305",",0,1215,","137",",0,0121,","72.6",",0,0818,","35.0","0,0724,","0.0","0,1023","-4.4","0,1027","-4.4","0,1027","-8.3","0,1116","-12.8","0,1117","0.0","0,0505","-2.2","0,0504","-4.4","0,0324","-7.8","0,0315","-12.2","0,0313","3285.5","","3285.5","0","680.2",",0","1100",",0","9.55","0","15.25","0","3.85","0","",""
"USC00118293","2006","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","120","0","81","0","20","","6","0","3","0","132","0","21","0","135","0","8","0","-27.2","0,0218,","127",",0,0120,","127",",0,0120,","72.6",",0,0720,","33.9","0,0529,+","-2.2","0,1012","-2.2","0,1012","-4.4","0,1024","-8.9","0,1103","-8.9","0,1103","-2.2","0,0409","-2.2","0,0409","-6.1","0,0322","-6.7","0,0317","-11.1","0,0307","","","","","1062.8",",0","463",",0","9.86","0","15.05","0","4.68","0","",""
"USC00118293","2007","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","127","0","75","0","82","","16","0","17","0","133","0","60","0","157","0","4","0","-26.7","0,0205,","279",",0,1228,","165",",0,0224,","46.7",",0,0718,","33.3","0,0615,","-0.6","0,1025","-3.3","0,1102","-6.1","0,1107","-6.7","0,1110","-8.9","0,1129","-1.1","0,0416","-2.2","0,0413","-5.6","0,0410","-7.2","0,0407","-11.1","0,0308","3252.2","","3252.2","0","1020.5",",0","1411",",0","9.12","0","14.62","0","3.62","0","",""
"USC00118293","2008","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","151","0","84","0","101","","23","0","31","0","140","0","63","0","138","0","0","0","-26.7","0,0125,+","356",",0,0228,+","267",",0,0206,","74.9",",0,0608,","31.7","0,0607,","-1.1","0,1004","-4.4","0,1028","-4.4","0,1028","-9.4","0,1118","-9.4","0,1118","-0.6","0,0429","-3.3","0,0414","-4.4","0,0329","-8.9","0,0328","-8.9","0,0328","","","","","1148.2",",0","2039",",0","7.46","0","12.98","0","1.94","0","",""
"USC00118293","2009","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","122","0","75","0","61","","13","0","17","0","134","0","59","0","123","0","3","0","-33.9","0,0116,","279",",0,1212,+","203",",0,1208,","66.0",",0,0426,","33.9","0,0622,","-2.8","0,1010","-2.8","0,1010","-8.9","0,1204","-8.9","0,1204","-8.9","0,1204","-1.1","0,0417","-3.3","0,0412","-6.7","0,0320","-6.7","0,0320","-13.9","0,0312","","","","","1140.6",",0","1075",",0","7.88","0","13.16","0","2.61","0","",""
"USC00118293","2010","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","437.2","","437.2","0","128","0","68","0","89","","11","0","15","0","136","0","74","0","144","0","4","0","-23.9","0,0103,","330",",0,1224,","191",",0,1204,","173.7",",0,0723,","33.3","0,0524,","-0.6","0,1003","-3.9","0,1022","-6.1","0,1106","-7.2","0,1123","-8.9","0,1125","-1.1","0,0418","-3.3","0,0329","-7.2","0,0326","-7.2","0,0326","-8.9","0,0306","","","","","1249.8",",0","1079",",0","9.13","0","14.62","0","3.64","0","",""
"USC00118293","2011","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","416.1","","416.1","7","113","7","62","7","40","","10","7","11","7","144","7","54","7","128","7","12","7","-26.7","7,0121,","406",",7,0202,","381",",7,0201,","123.2",",7,0728,","35.0","7,0607,","0.0","7,1001","-4.4","7,1104","-4.4","7,1104","-6.7","7,1117","-11.7","7,1209","-2.8","7,0504","-2.8","7,0504","-6.1","7,0331","-7.8","7,0328","-9.4","7,0226","3989.0","","3989.0","7","1060.0",",7","1024",",7","8.90","7","13.99","7","3.81","7","24.1","7"
"USC00118293","2012","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","510.2","","510.2","7","98","7","51","7","39","","9","7","4","7","134","7","37","7","156","7","31","7","-20.0","7,0120,","254",",7,1225,+","216",",7,1220,","42.9",",7,0526,","37.2","7,0706,","0.0","7,0924","-3.3","7,1008","-4.4","7,1028","-6.7","7,1113","-11.7","7,1127","0.0","7,0427","-3.3","7,0411","-4.4","7,0309","-8.3","7,0305","-13.9","7,0226","3159.8","","3159.8","7","563.6",",7","869",",7","10.65","7","16.53","7","4.76","7","25.9","7"
"USC00118293","2013","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","338.1","","338.1","7","121","7","69","7","77","","17","7","13","7","152","7","74","7","140","7","6","7","-26.1","7,1224,","229",",7,0306,+","198",",7,0305,","60.7",",7,0625,","34.4","7,0910,+","-0.6","7,1014","-3.3","7,1022","-4.4","7,1108","-10.0","7,1112","-10.0","7,1112","0.0","7,0421","-2.2","7,0420","-6.1","7,0403","-11.1","7,0322","-11.1","7,0322","3948.0","","3948.0","7","947.5",",7","1289",",7","7.68","7","13.04","7","2.32","7","28.6","7"
"USC00118293","2014","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","273.1","","273.1","7","120","7","62","7","84","","18","7","32","7","153","7","80","7","132","7","2","7","-29.4","7,0103,","381",",7,0217,","104",",7,0301,","70.1",",7,0823,","32.2","7,0601,+","-0.6","7,1010","-2.8","7,1011","-6.7","7,1101","-6.7","7,1101","-11.7","7,1115","-1.7","7,0423","-2.2","7,0418","-7.2","7,0415","-7.2","7,0415","-10.6","7,0326","4496.3","","4496.3","7","897.8",",7","1024",",7","6.86","7","12.20","7","1.51","7","30.8","7"
"USC00118293","2015","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","308.3","","308.3","7","119","7","69","7","76","","15","7","27","7","129","7","61","7","143","7","2","7","-30.6","7,0228,","254",",7,1121,+","152",",7,0201,","89.4",",7,0611,","32.2","7,0717,+","-3.3","7,1017","-3.3","7,1017","-10.0","7,1121","-10.0","7,1121","-10.0","7,1121","-1.1","7,0427","-3.9","7,0424","-4.4","7,0404","-8.9","7,0328","-8.9","7,0328","4116.4","","4116.4","7","1087.5",",7","1311",",7","8.96","7","14.27","7","3.66","7","26.8","7"
"USC00118293","2016","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","461.8","","461.8","7","125","7","76","7","66","","9","7","12","7","121","7","47","7","159","7","4","7","-26.1","7,1218,","178",",7,1223,+","135",",7,1204,","69.3",",7,0615,","33.9","7,0721,","-0.6","7,1014","-3.3","7,1112","-7.2","7,1120","-7.2","7,1120","-8.9","7,1121","0.0","7,0515","-3.3","7,0412","-6.1","7,0409","-8.9","7,0304","-8.9","7,0304","3310.2","","3310.2","7","900.4",",7","667",",7","10.16","7","15.21","7","5.11","7","24.6","7"
"USC00118293","2017","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","313.9","","313.9","7","124","7","71","7","16","","5","7","10","7","124","7","43","7","151","7","9","7","-23.9","7,1227,","102",",7,1230,+","89",",7,0313,","146.6",",7,0722,","34.4","7,0923,+","-5.0","7,1029","-5.0","7,1029","-5.0","7,1029","-6.7","7,1109","-11.7","7,1110","0.0","7,0503","-6.1","7,0322","-6.1","7,0322","-13.9","7,0316","-13.9","7,0316","3265.7","","3265.7","7","1089.0",",7","289",",7","9.58","7","14.87","7","4.29","7","25.5","7"
