"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00243113","1980","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","142.5","","142.5","0","89","0","46","0","","","","","36","0","163","0","44","0","157","0","17","0","-33.9","0,0111,","","","","","43.2",",0,0525,","37.2","0,0723,","0.0","0,0830","-3.3","0,0925","-4.4","0,1010","-6.7","0,1024","-10.0","0,1113","-0.6","0,0513","-2.2","0,0512","-6.1","0,0408","-9.4","0,0326","-9.4","0,0326","3876.8","","3876.8","0","348.8",",0","","","7.61","0","15.64","0","-0.42","0","",""
"USC00243113","1981","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","165.9","","165.9","0","73","0","33","0","25","","11","0","8","0","169","0","24","0","144","0","28","0","-28.3","0,0210,","102",",0,1228,+","76",",0,1118,+","43.2",",0,0521,","39.4","0,0705,","0.0","0,0922","-5.6","0,1005","-5.6","0,1005","-8.9","0,1021","-8.9","0,1021","-0.6","0,0503","-4.4","0,0415","-4.4","0,0415","-6.7","0,0414","-9.4","0,0322","3676.4","","3676.4","0","445.6",",0","545",",0","8.82","0","17.19","0","0.46","0","",""
"USC00243113","1982","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","153.7","","153.7","0","98","0","45","0","","","","","35","0","191","0","54","0","133","0","21","0","-38.3","0,0106,","","","","","60.7",",0,0529,","35.6","0,0731,+","-2.8","0,0915","-2.8","0,0915","-4.4","0,1006","-6.7","0,1020","-11.7","0,1103","-2.8","0,0531","-2.8","0,0531","-6.1","0,0426","-22.2","0,0408","-22.2","0,0408","4419.5","","4419.5","0","473.7",",0","","","5.85","0","13.76","0","-2.06","0","",""
"USC00243113","1983","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","214.0","","214.0","0","84","0","36","0","","","21","0","30","0","183","0","40","0","140","0","27","0","-42.8","0,1224,","","","178",",0,1125,","60.7",",0,0710,","40.6","0,0806,","0.0","0,0910","-2.8","0,0920","-5.6","0,1008","-6.7","0,1108","-8.9","0,1109","-0.6","0,0516","-5.0","0,0511","-5.0","0,0511","-10.0","0,0429","-10.0","0,0429","3833.9","","3833.9","0","387.1",",0","1301",",0","7.39","0","15.37","0","-0.59","0","",""
"USC00243113","1984","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","302.7","","302.7","0","79","0","29","0","42","","22","0","27","0","178","0","31","0","135","0","49","0","-31.1","0,1229,","305",",0,1230,","152",",0,1230,+","33.5",",0,0611,","41.1","0,0810,","-1.7","0,0913","-5.0","0,0924","-5.0","0,0924","-6.7","0,0928","-8.9","0,1021","0.0","0,0602","-2.8","0,0508","-5.6","0,0430","-8.9","0,0429","-8.9","0,0429","4193.4","","4193.4","0","289.7",",0","1550",",0","7.94","0","16.00","0","-0.12","0","",""
"USC00243113","1985","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","268.8","","268.8","0","79","0","38","0","81","","24","0","40","0","172","0","56","0","132","0","32","0","-35.6","0,1202,","305",",0,1213,","152",",0,1007,","38.6",",0,0816,","39.4","0,0710,","-0.6","0,0920","-2.2","0,0928","-8.3","0,0929","-8.3","0,0929","-16.7","0,1009","-0.6","0,0514","-3.9","0,0506","-8.9","0,0422","-8.9","0,0422","-8.9","0,0422","4359.7","","4359.7","0","357.3",",0","1613",",0","6.66","0","14.36","0","-1.04","0","",""
"USC00243113","1986","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","207.9","","207.9","0","71","0","46","0","","","15","0","23","0","153","0","31","0","140","0","27","0","-30.0","0,0220,","","","152",",0,0206,","32.0",",0,0831,","37.2","0,0702,","-1.1","0,1003","-3.3","0,1011","-6.7","0,1012","-6.7","0,1012","-10.0","0,1101","0.0","0,0517","-8.3","0,0415","-8.3","0,0415","-8.3","0,0415","-15.0","0,0414","4142.7","","4142.7","0","381.5",",0","1078",",0","8.55","0","16.36","0","0.75","0","",""
"USC00243113","1987","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","193.9","","193.9","0","58","0","23","0","","","10","0","5","0","160","0","15","0","165","0","29","0","-25.0","0,1231,","","","127",",0,0322,+","33.0",",0,0825,","37.8","0,0731,+","0.0","0,0918","-2.8","0,1005","-12.8","0,1010","-12.8","0,1010","-12.8","0,1010","-1.7","0,0522","-5.6","0,0420","-5.6","0,0420","-6.7","0,0403","-19.4","0,0329","3501.8","","3501.8","0","231.5",",0","506",",0","9.62","0","18.32","0","0.93","0","",""
"USC00243113","1988","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","370.5","","370.5","0","","","","","","","","","25","0","142","0","27","0","161","0","50","0","-27.2","0,0201,+","","","","","","","40.0","0,0604,","-0.6","0,0919","-2.2","0,1023","-5.6","0,1027","-8.3","0,1028","-9.4","0,1110","-2.2","0,0503","-2.2","0,0503","-5.6","0,0426","-8.3","0,0331","-9.4","0,0317","3500.3","","3500.3","0","","","","","9.65","0","17.86","0","1.43","0","",""
"USC00243113","1989","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","221.0","","221.0","0","103","0","57","0","85","","35","0","35","0","157","0","49","0","135","0","28","0","-37.2","0,1222,","381",",0,1221,+","203",",0,1220,","34.3",",0,0825,","37.8","0,0707,","-4.4","0,0911","-4.4","0,0911","-4.4","0,0911","-8.3","0,1016","-13.3","0,1101","0.0","0,0530","-2.8","0,0430","-5.0","0,0417","-7.8","0,0410","-8.9","0,0323","4129.9","","4129.9","0","504.6",",0","2651",",0","7.14","0","14.41","0","-0.12","0","",""
"USC00243113","1990","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","254.3","","254.3","0","70","0","35","0","","","20","0","22","0","170","0","26","0","148","0","39","0","-40.0","0,1222,","","","254",",0,0313,","29.2",",0,0525,","40.6","0,0806,","0.0","0,0914","-9.4","0,1007","-9.4","0,1007","-9.4","0,1007","-9.4","0,1007","-3.9","0,0509","-3.9","0,0509","-6.1","0,0417","-8.9","0,0411","-8.9","0,0411","3829.1","","3829.1","0","271.6",",0","1514",",0","8.46","0","16.92","0","-0.01","0","",""
"USC00243113","1991","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","262.9","","262.9","0","74","0","41","0","33","","13","0","19","0","162","0","30","0","150","0","36","0","-33.9","0,0102,","254",",0,0101,","203",",0,0326,","26.7",",0,0411,","39.4","0,0831,","-3.9","0,0918","-3.9","0,0918","-6.7","0,1005","-6.7","0,1005","-12.2","0,1018","-3.9","0,0505","-3.9","0,0505","-6.1","0,0502","-8.3","0,0407","-13.3","0,0327","3775.2","","3775.2","0","331.0",",0","1055",",0","8.77","0","16.86","0","0.67","0","",""
"USC00243113","1992","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","160.3","","160.3","0","75","0","38","0","16","","13","0","11","0","170","0","21","0","151","0","22","0","-33.3","0,1231,","127",",0,1230,","102",",0,0410,","23.6",",0,0724,","37.2","0,0819,","-1.7","0,0825","-2.2","0,0906","-4.4","0,0918","-8.3","0,1016","-8.9","0,1121","-1.1","0,0522","-3.9","0,0425","-7.2","0,0411","-7.2","0,0411","-10.0","0,0408","3383.0","","3383.0","0","312.6",",0","790",",0","8.88","0","17.23","0","0.54","0","",""
"USC00243113","1993","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","57.4","","57.4","0","93","0","56","0","","","25","0","37","0","171","0","41","0","119","0","5","0","-33.3","0,0110,+","","","152",",0,0315,","31.0",",0,0829,","37.2","0,0729,","-0.6","0,0914","-3.9","0,0922","-5.6","0,1009","-7.8","0,1029","-9.4","0,1105","-1.7","0,0503","-2.2","0,0425","-4.4","0,0415","-7.8","0,0318","-17.8","0,0317","4357.8","","4357.8","0","512.8",",0","1563",",0","6.65","0","13.98","0","-0.67","0","",""
"USC00243113","1994","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","","","14","0","","","","","","","","","","","","","","","165",",0,0116,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910",",0","","","","","","","",""
"USC00243113","1995","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","72","0","36","0","","","10","0","","","","","53","0","116","0","14","0","","","","","89",",0,1126,+","76.5",",0,0605,","35.6","0,0806,","","","","","","","","","","","","","","","","","","","","","","","","","391.8",",0","594",",0","","","14.85","0","","","",""
"USC00243113","1996","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","","","","","","","","","60","0","124","0","30","0","","","","","","","","","36.7","0,0705,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.55","0","","","",""
"USC00243113","1997","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","76","0","31","0","","","4","0","","","","","","","","","","","","","","","229",",0,0404,","22.4",",0,0607,","","","","","","","","","","","","","","","","","","","","","","","3961.7","","3961.7","0","284.4",",0","482",",0","","","","","","","",""
"USC00243113","1998","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","","","6","0","","","","","","","","","","","","","","","76",",0,1109,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292",",0","","","","","","","",""
"USC00243113","1999","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","49","0","23","0","","","","","","","","","","","","","","","","","","","","","47.2",",0,0603,","","","","","","","","","","","","","","","","","","","","","","","","","","","278.1",",0","","","","","","","","","",""
"USC00243113","2000","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","","","10","0","","","","","","","","","","","","","","","152",",0,0215,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","733",",0","","","","","","","",""
"USC00243113","2001","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","31","","5","0","","","","","","","","","","","","","76",",0,0226,+","51",",0,0211,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226",",0","","","","","","","",""
"USC00243113","2002","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","223.9","","223.9","0","71","0","40","0","40","","12","0","29","0","170","0","39","0","118","0","16","0","-29.4","0,0321,","127",",0,0321,+","97",",0,0126,","55.4",",0,0610,","38.9","0,0714,+","-0.6","0,0922","-4.4","0,1002","-4.4","0,1002","-10.6","0,1023","-10.6","0,1023","-0.6","0,0523","-2.2","0,0510","-4.4","0,0509","-11.1","0,0404","-11.1","0,0404","","","","","356.0",",0","774",",0","7.76","0","15.13","0","0.39","0","",""
"USC00243113","2003","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","406.6","","406.6","0","50","0","39","0","","","12","0","20","0","163","0","45","0","131","0","44","0","-32.8","0,0224,","","","140",",0,0221,","19.6",",0,0418,","40.0","0,0815,+","-2.2","0,0918","-2.2","0,0918","-6.7","0,1026","-6.7","0,1026","-8.9","0,1030","-1.7","0,0520","-6.7","0,0407","-6.7","0,0407","-6.7","0,0407","-13.3","0,0312","3840.5","","3840.5","0","291.0",",0","753",",0","8.54","0","16.06","0","1.02","0","",""
"USC00243113","2005","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","80","0","44","0","","","9","0","","","","","40","0","130","0","25","0","","","","","114",",0,0323,","29.5",",0,0603,","38.3","0,0709,","","","","","","","","","","","","","","","","","","","","","3800.8","","3800.8","0","316.1",",0","580",",0","","","15.90","0","","","",""
"USC00243113","2006","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","76","0","39","0","35","","10","0","","","","","27","0","133","0","39","0","","","127",",0,1129,+","76",",0,1126,","25.4",",0,0528,","37.2","0,0729,+","","","","","","","","","","","","","","","","","","","","","","","","","342.8",",0","552",",0","","","16.53","0","","","",""
"USC00243113","2007","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","322.9","","322.9","0","77","0","40","0","","","13","0","19","0","169","0","34","0","132","0","35","0","-25.0","0,0112,","","","127",",0,0403,","22.1",",0,0420,","40.6","0,0720,","-1.7","0,0914","-3.3","0,1004","-10.0","0,1027","-10.0","0,1027","-10.0","0,1027","-1.1","0,0515","-2.8","0,0422","-5.6","0,0413","-8.3","0,0405","-9.4","0,0404","","","","","288.6",",0","751",",0","8.25","0","16.22","0","0.28","0","",""
"USC00243113","2008","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","","","","","","","","","","","7","0","","","","","","","","","","","","","","","119",",0,1214,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463",",0","","","","","","","",""
"USC00243113","2009","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","194.6","","194.6","0","91","0","38","0","60","","16","0","28","0","201","0","50","0","130","0","30","0","-34.4","0,1209,+","203",",0,0105,+","140",",0,0103,","29.5",",0,0429,","36.7","0,0904,","0.0","0,0909","-2.2","0,1006","-5.6","0,1008","-6.7","0,1009","-8.9","0,1011","-1.7","0,0608","-2.8","0,0521","-7.2","0,0502","-7.2","0,0502","-8.9","0,0424","4374.6","","4374.6","0","300.4",",0","1081",",0","6.63","0","14.57","0","-1.31","0","",""
"USC00243113","2010","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","154.0","","154.0","0","105","0","40","0","96","","20","0","26","0","178","0","60","0","130","0","18","0","-36.1","0,0108,+","356",",0,1231,+","206",",0,1211,","33.8",",0,0529,","38.9","0,0827,","-1.7","0,1014","-6.1","0,1016","-6.1","0,1016","-7.2","0,1028","-13.9","0,1117","-2.2","0,0513","-2.2","0,0513","-6.1","0,0406","-8.3","0,0405","-9.4","0,0320","4485.7","","4485.7","0","424.1",",0","1663",",0","6.33","0","13.77","0","-1.10","0","",""
"USC00243113","2011","47.8305","-110.6609","807.4","FORT BENTON, MT US","2.2","7","202.9","","202.9","7","106","7","47","7","67","","16","7","25","7","178","7","42","7","117","7","33","7","-33.3","7,0201,","305",",7,0102,","112",",7,0323,","29.7",",7,0525,","39.4","7,0719,","-2.2","7,0921","-2.2","7,0921","-5.6","7,1016","-6.7","7,1026","-10.6","7,1106","-1.1","7,0511","-2.8","7,0502","-4.4","K,0424","-6.7","7,0320","-9.4","7,0310","4768.9","","4768.9","7","410.0",",7","1017",",7","6.77","7","14.36","7","-0.82","7","15.2","7"
"USC00243113","2012","47.8305","-110.6609","807.4","FORT BENTON, MT US","1.9","7","291.0","","291.0","7","","","","","34","","9","7","14","7","176","7","27","7","138","7","34","7","-30.6","7,0118,","279",",7,1110,","221",",7,1109,","","","38.3","7,0809,","0.0","7,0912","-2.8","7,1004","-5.0","7,1005","-6.7","7,1006","-9.4","7,1026","-2.2","7,0525","-2.2","7,0525","-5.0","7,0511","-6.7","7,0320","-12.2","7,0307","3741.7","","3741.7","7","","","858",",7","8.31","7","16.59","7","0.02","7","18.8","7"
"USC00243113","2013","47.8305","-110.6609","807.4","FORT BENTON, MT US","1.8","7","287.3","","287.3","7","90","7","38","7","62","","18","7","20","7","195","7","44","7","133","7","35","7","-38.3","7,1207,","203",",7,0113,+","160",",7,0111,","41.7",",7,0706,","37.8","7,0817,","0.0","7,1002","-2.2","7,1004","-4.4","7,1010","-11.7","7,1030","-11.7","7,1030","0.0","7,0515","-5.0","7,0502","-5.0","7,0502","-10.0","7,0501","-10.0","7,0501","4146.1","","4146.1","7","368.2",",7","1345",",7","7.37","7","15.31","7","-0.57","7","16.1","7"
"USC00243113","2014","47.8305","-110.6609","807.4","FORT BENTON, MT US","1.6","7","251.1","","251.1","7","116","7","42","7","78","","18","7","40","7","175","7","53","7","128","7","27","7","-35.0","7,0207,+","254",",7,1230,+","168",",7,1229,","49.0",",7,0824,","36.7","7,0801,","-3.3","7,0912","-3.3","7,0912","-5.0","7,1003","-6.7","7,1028","-13.9","7,1110","-0.6","7,0513","-2.8","7,0512","-5.6","7,0415","-9.4","7,0414","-9.4","7,0414","4569.1","","4569.1","7","403.0",",7","1441",",7","6.79","7","14.32","7","-0.74","7","15.6","7"
"USC00243113","2015","47.8305","-110.6609","807.4","FORT BENTON, MT US","1.4","7","262.0","","262.0","7","85","7","34","7","57","","8","7","21","7","180","7","48","7","140","7","31","7","-31.1","7,0109,","279",",7,0106,","163",",7,0104,","34.5",",7,0728,","38.9","7,0814,","-0.6","7,0823","-2.2","7,0928","-7.2","7,1028","-7.2","7,1028","-10.6","7,1121","-0.6","7,0518","-4.4","7,0511","-4.4","7,0511","-7.2","7,0413","-13.3","7,0305","3919.5","","3919.5","7","325.8",",7","921",",7","8.30","7","16.20","7","0.40","7","24.6","7"
"USC00243113","2016","47.8305","-110.6609","807.4","FORT BENTON, MT US","","","205.0","","205.0","7","105","7","47","7","36","","4","7","20","7","164","7","30","7","138","7","24","7","-33.3","7,1218,+","152",",7,0110,+","61",",7,1216,","24.4",",7,0922,+","36.7","7,0723,","-2.8","7,0913","-2.8","7,0913","-8.3","7,1012","-8.3","7,1012","-12.2","7,1130","0.0","7,0514","-3.9","7,0418","-5.0","7,0417","-6.7","7,0327","-13.3","7,0320","3804.7","","3804.7","7","428.5",",7","330",",7","8.36","7","16.15","7","0.57","7","",""
"USC00243113","2017","47.8305","-110.6609","807.4","FORT BENTON, MT US","1.5","7","315.4","","315.4","7","81","7","40","7","63","","19","7","35","7","169","7","54","7","144","7","46","7","-34.4","7,0112,+","356",",7,1231,+","198",",7,1230,","19.6",",7,0409,","38.9","7,0709,","-1.7","7,0924","-2.2","7,0925","-8.3","7,1004","-8.3","7,1004","-16.1","7,1104","0.0","7,0516","-3.9","7,0420","-5.6","7,0416","-6.7","7,0324","-8.9","7,0315","4195.9","","4195.9","7","293.5",",7","1497",",7","7.61","7","15.40","7","-0.19","7","21.0","7"
